,Datetime,P,I,T,T_NCEP,H_NCEP,W_NCEP,I_NCEP
1345,7/5/2022 8:00,104,37.786595,35.5,27.47,73.02,2.97,258.8621
1346,7/5/2022 9:00,140,49.2302125,35,28.87,67.27,3.66,453.2691
1347,7/5/2022 10:00,1220,401.51395,35.25,30.27,61.52,4.39,571.9647
1348,7/5/2022 11:00,1020,413.216525,36.5,30.58,60.26,4.3,650.6313
1349,7/5/2022 12:00,900,326.499175,37.25,30.88,59,4.21,685.4736
1350,7/5/2022 13:00,868,304.4698,37.75,31.19,57.74,4.14,594.5388
1351,7/5/2022 14:00,444,146.39575,38.5,29.9,64.21,4.02,470.5758
1352,7/5/2022 15:00,356,116.216625,37,28.62,70.67,3.92,333.3876
1353,7/5/2022 16:00,340,115.261675,37.25,27.34,77.14,3.84,202.2372
1354,7/5/2022 17:00,124,45.2888825,37.25,26.89,79.78,3.14,94.9726
1355,8/5/2022 7:00,668,234.051925,35.25,25.08,85.72,1.91,104.0827
1356,8/5/2022 8:00,944,340.54065,36.5,26.57,78.11,2.68,285.8739
1357,8/5/2022 9:00,1060,394.659125,37.25,28.05,70.5,3.48,486.2421
1358,8/5/2022 10:00,1432,512.963775,37.5,29.54,62.89,4.3,572.7291
1359,8/5/2022 11:00,1580,585.4292,39.25,29.79,62.09,4.05,603.216
1360,8/5/2022 12:00,1620,638.3418,40.25,30.04,61.29,3.81,582.4821
1361,8/5/2022 13:00,2136,872.8145,41.25,30.29,60.48,3.57,519.4662
1362,8/5/2022 14:00,1032,418.298975,41.75,30.12,61.75,2.98,426.8661
1363,8/5/2022 15:00,1044,388.73495,40.25,29.95,63.02,2.56,318.9516
1364,8/5/2022 16:00,544,217.95475,39.25,29.79,64.29,2.41,258.9535
1365,8/5/2022 17:00,200,88.9753525,39.5,28.93,67.94,1.94,181.4292
1366,9/5/2022 7:00,509.6,187.8161425,36,23.76,93.9,1.62,13.9828
1367,9/5/2022 8:00,1188,459.97835,37.5,24.4,91.02,2.04,50.1842
1368,9/5/2022 9:00,1304,538.5055,39.25,25.04,88.14,2.47,101.5871
1369,9/5/2022 10:00,1728,708.4117,40.75,25.68,85.26,2.9,127.5111
1370,9/5/2022 11:00,1788,674.865825,42.5,25.67,84.78,3,144.3202
1371,9/5/2022 12:00,1216,518.653225,42.75,25.66,84.3,3.1,151.289
1372,9/5/2022 13:00,848,316.47995,41.5,25.65,83.82,3.21,252.3331
1373,9/5/2022 14:00,1148,413.936825,41,27.25,77.03,3.03,332.9163
1374,9/5/2022 15:00,688,262.418125,41.25,28.84,70.25,2.86,375.8919
1375,9/5/2022 16:00,324,116.3947,41,30.43,63.46,2.71,363.6468
1376,9/5/2022 17:00,304,118.450335,40,29.29,67.97,2.31,294.8531
1377,10/5/2022 7:00,865.2,338.994875,36.75,25,85.23,0.55,98.4407
1378,10/5/2022 8:00,1292.8,518.7584,39.75,26.71,78.1,0.39,292.3568
1379,10/5/2022 9:00,1444,640.122275,41.5,28.42,70.98,0.34,529.5504
1380,10/5/2022 10:00,1672,690.0484,43.5,30.13,63.86,0.44,712.4355
1381,10/5/2022 11:00,1596,625.400925,43.75,31.27,59.11,0.87,863.4327
1382,10/5/2022 12:00,512,189.65325,42.25,32.42,54.36,1.34,968.3262
1383,10/5/2022 13:00,1564,588.520775,40.75,33.56,49.61,1.81,847.9605
1384,10/5/2022 14:00,1892,780.27015,41.75,32.77,53.4,2.1,680.2338
1385,10/5/2022 15:00,676,261.21225,42.75,31.97,57.19,2.56,491.5731
1386,10/5/2022 16:00,124,44.6980825,39.25,31.18,60.98,3.11,303.5781
1387,10/5/2022 17:00,32,10.66668325,38.25,29.96,66.37,3.02,147.5409
1388,11/5/2022 7:00,410.8,145.594535,36.25,25.95,81.65,0.71,116.8873
1389,11/5/2022 8:00,846,301.9043,37.25,27.44,74.2,1.18,310.7826
1390,11/5/2022 9:00,1356,520.5389,40,28.93,66.76,1.66,518.8791
1391,11/5/2022 10:00,2040,805.78765,42,30.42,59.31,2.13,681.8934
1392,11/5/2022 11:00,2400,994.833975,45,31.18,56.76,2.4,808.6017
1393,11/5/2022 12:00,2524,1086.07525,45.75,31.93,54.22,2.66,888.5472
1394,11/5/2022 13:00,2000,880.99665,46.75,32.69,51.68,2.93,745.2924
1395,11/5/2022 14:00,1600,673.8785,46.5,32,55.37,2.86,562.1955
1396,11/5/2022 15:00,724,261.236575,44.75,31.3,59.06,2.94,369.2856
1397,11/5/2022 16:00,420,151.64815,41.25,30.61,62.76,3.16,271.4387
1398,11/5/2022 17:00,76,28.8518325,40.25,29.62,67.1,2.86,171.005
1399,12/5/2022 7:00,760.8,292.767225,37.75,25.96,81.29,1.57,92.8091
1400,12/5/2022 8:00,1287.2,510.96475,41,27.35,75.3,1.76,250.179
1401,12/5/2022 9:00,1884,742.184125,43.25,28.73,69.32,2.1,423.4803
1402,12/5/2022 10:00,1508,580.80805,44.5,30.12,63.33,2.53,550.9662
1403,12/5/2022 11:00,1648,617.1703,43.75,30.62,61.21,2.93,647.1666
1404,12/5/2022 12:00,1064,392.62775,43,31.13,59.08,3.33,704.7153
1405,12/5/2022 13:00,1404,504.668375,42.5,31.63,56.96,3.73,649.8036
1406,12/5/2022 14:00,1444,582.669475,44,31.01,60.43,3.82,556.9608
1407,12/5/2022 15:00,392,138.4564275,42.5,30.39,63.9,4.06,439.5873
1408,12/5/2022 16:00,676,228.1925,41.25,29.77,67.37,4.42,318.9924
1409,12/5/2022 17:00,148,57.03194,40,28.94,71.19,4.11,197.9163
1410,17/5/2022 7:00,493.6,179.95775,35,24.46,87.13,1.82,90.2901
1411,17/5/2022 8:00,432,153.63905,36,25.15,83.82,2.82,226.0759
1412,17/5/2022 9:00,1052,364.917025,36.25,25.84,80.52,3.92,363.9048
1413,17/5/2022 10:00,1512,571.00735,36.75,26.53,77.21,5.05,484.6755
1414,17/5/2022 11:00,1648,637.07925,38.5,27.32,74.04,4.63,582.7068
1415,17/5/2022 12:00,2136,852.986425,39.75,28.11,70.87,4.23,649.1061
1416,17/5/2022 13:00,1480,605.47575,41,28.9,67.7,3.85,700.128
1417,17/5/2022 14:00,1096,442.78865,41,29.47,64.7,3.44,705.4479
1418,17/5/2022 15:00,1160,438.21605,40.75,30.04,61.69,3.04,659.4603
1419,17/5/2022 16:00,336,129.003725,40.25,30.61,58.69,2.67,468.4818
1420,17/5/2022 17:00,64,26.51293425,39.75,29.28,64.39,2.78,283.3843
1421,18/5/2022 7:00,256.8,89.0158,34,23.95,91.42,2.18,35.8882
1422,18/5/2022 8:00,798.8,283.557275,34.5,24.71,86.1,2.26,119.0827
1423,18/5/2022 9:00,1040,374.839125,35.75,25.48,80.78,2.36,233.7293
1424,18/5/2022 10:00,1276,459.687,37.25,26.25,75.47,2.48,322.0815
1425,18/5/2022 11:00,1016,399.5716,39.25,26.85,74,1.56,399.3369
1426,18/5/2022 12:00,1644,630.532,39,27.45,72.54,0.81,457.4514
1427,18/5/2022 13:00,2220,921.138275,41.25,28.06,71.07,0.91,465.6219
1428,18/5/2022 14:00,1360,535.195475,41,28.24,70.82,0.84,444.6129
1429,18/5/2022 15:00,324,119.461975,40.75,28.42,70.57,0.77,395.3607
1430,18/5/2022 16:00,112,41.1614075,39.25,28.6,70.32,0.71,341.0706
1431,18/5/2022 17:00,20,9.3151365,36.5,27.78,74.18,0.88,253.8614
1432,19/5/2022 7:00,839.6,299.670625,35.5,24.38,90.22,2.27,32.1321
1433,19/5/2022 8:00,1165.2,405.7709,37.5,24.99,87.64,1.32,90.2858
1434,19/5/2022 9:00,1656,657.740925,40.5,25.61,85.05,0.69,159.9314
1435,19/5/2022 10:00,1624,664.798075,42.25,26.22,82.47,1.15,190.136
1436,19/5/2022 11:00,1552,621.402975,43,26.14,83.53,1.15,203.1345
1437,19/5/2022 12:00,1792,745.089575,43,26.06,84.6,1.14,199.9044
1438,19/5/2022 13:00,1704,701.00655,44.25,25.99,85.67,1.14,163.4231
1439,19/5/2022 14:00,668,244.985675,42.5,25.96,85.7,0.73,118.5157
1440,19/5/2022 15:00,408,141.005775,40.25,25.93,85.72,1.01,72.621
1441,19/5/2022 16:00,488,187.265775,39.75,25.91,85.75,1.65,56.4116
1442,19/5/2022 17:00,164,62.9803575,39.75,25.75,85.48,0.97,37.9494
1443,20/5/2022 7:00,603.2,213.77875,36.25,23.81,92.98,2.5,14.4822
1444,20/5/2022 8:00,1564.4,591.838925,39.25,24,92.53,2.59,32.75
1445,20/5/2022 9:00,1992,734.220525,42,24.19,92.08,2.67,48.1187
1446,20/5/2022 10:00,1968,888.304775,44.25,24.38,91.62,2.75,107.9907
1447,20/5/2022 11:00,1384,486.329475,44.25,25.28,87.83,2.71,178.8834
1448,20/5/2022 12:00,1860,748.901275,43.75,26.18,84.04,2.91,250.2049
1449,20/5/2022 13:00,984,338.1937,43.5,27.08,80.25,3.32,264.4279
1450,20/5/2022 14:00,940,353.2387075,43.25,26.83,81.41,3.34,261.6747
1451,20/5/2022 15:00,164,57.6227375,40.25,26.57,82.57,3.37,240.745
1452,20/5/2022 16:00,68,25.2908775,38,26.32,83.73,3.41,218.0863
1453,20/5/2022 17:00,44,15.3444825,38,25.88,85.54,3.36,169.223
1454,21/5/2022 7:00,576,205.620925,37,24.1,91.13,2.63,48.0258
1455,21/5/2022 8:00,952,344.39295,39.25,25.44,84.78,3.03,137.1644
1456,21/5/2022 9:00,1244,455.2601,40,26.78,78.43,3.71,246.5143
1457,21/5/2022 10:00,1892,744.757675,42.25,28.12,72.08,4.56,313.7466
1458,21/5/2022 11:00,1792,685.13595,42.75,27.66,74.51,4.4,361.1898
1459,21/5/2022 12:00,1768,666.691875,43.75,27.2,76.94,4.24,385.8774
1460,21/5/2022 13:00,1196,433.87005,42.75,26.74,79.36,4.09,318.5607
1461,21/5/2022 14:00,1236,440.927225,42.25,26.4,81.07,3.76,234.6783
1462,21/5/2022 15:00,504,180.20057,41.25,26.07,82.78,3.42,148.0152
1463,21/5/2022 16:00,176,59.9535475,38,25.74,84.49,3.09,107.8346
1464,21/5/2022 17:00,132,47.7815525,37.5,25.4,85.18,3.33,67.4242
1465,22/5/2022 7:00,548,193.740275,35.75,24.75,84,2.58,63.6391
1466,22/5/2022 8:00,1368,500.4195,37.75,25.66,80.45,3.42,144.7077
1467,22/5/2022 9:00,1712,628.20925,41,26.58,76.9,4.37,214.9797
1468,22/5/2022 10:00,2156,802.0648,43.75,27.49,73.35,5.38,343.0761
1469,22/5/2022 11:00,2164,770.372325,45,27.41,73.33,4.9,476.052
1470,22/5/2022 12:00,2020,841.5186,46.25,27.33,73.32,4.43,596.457
1471,22/5/2022 13:00,1892,755.90995,45.75,27.25,73.3,3.97,520.953
1472,22/5/2022 14:00,1036,386.73595,45.5,27.51,71.53,4.8,416.8029
1473,22/5/2022 15:00,1096,385.813375,42.25,27.78,69.76,5.64,300.297
1474,22/5/2022 16:00,984,382.867475,41,28.04,67.99,6.48,235.2455
1475,22/5/2022 17:00,392,170.1651225,41,26.98,71.26,5.28,159.843
1476,23/5/2022 7:00,411.2,147.504505,36.5,24.29,86.93,3.12,25.6812
1477,23/5/2022 8:00,1083.6,393.20235,38.5,25.14,83.73,3.54,78.4386
1478,23/5/2022 9:00,1264,453.269225,40.25,25.99,80.53,3.95,147.5836
1479,23/5/2022 10:00,2228,874.837825,42.5,26.84,77.33,4.37,199.2759
1480,23/5/2022 11:00,2296,895.734075,45,26.99,77.25,4.41,242.83
1481,23/5/2022 12:00,2388,939.9629,45.5,27.14,77.17,4.53,274.0054
1482,23/5/2022 13:00,1760,681.9716,45,27.29,77.1,4.72,237.6765
1483,23/5/2022 14:00,1516,576.866725,44.25,27.2,77.79,4.36,188.3762
1484,23/5/2022 15:00,1392,558.285025,44,27.11,78.49,4.21,133.8683
1485,23/5/2022 16:00,792,302.4708,42.75,27.02,79.19,4.3,103.3511
1486,23/5/2022 17:00,340,151.801935,42.25,26.71,80.83,4.19,69.1555
1487,24/5/2022 7:00,443.6,157.483275,36.75,25.42,84.33,2.74,110.6102
1488,24/5/2022 8:00,867.6,315.43595,38.5,26.61,79.04,3.1,274.4341
1489,24/5/2022 9:00,1580,640.575475,41.5,27.81,73.76,3.53,449.949
1490,24/5/2022 10:00,1372,546.647175,43.75,29,68.47,4,596.3421
1491,24/5/2022 11:00,1424,575.547575,44,29.82,65.75,4.48,714.102
1492,24/5/2022 12:00,1176,425.914575,44.25,30.64,63.03,4.96,792.8358
1493,24/5/2022 13:00,1204,440.150325,42.75,31.46,60.31,5.45,805.1772
1494,24/5/2022 14:00,508,166.9036,41,30.66,64.17,5.54,767.4816
1495,24/5/2022 15:00,352,118.668875,38,29.86,68.02,5.63,681.7638
1496,24/5/2022 16:00,284,98.67086,38,29.06,71.87,5.72,420.3015
1497,24/5/2022 17:00,144,52.936845,37,27.72,77.57,4.62,203.8723
1498,25/5/2022 7:00,812.8,311.033275,37.25,24.72,85.2,1.73,43.8568
1499,25/5/2022 8:00,1268,455.85895,39.5,25.87,80.05,2.48,143.7518
1500,25/5/2022 9:00,1996,767.06225,41.75,27.03,74.9,3.31,281.2172
1501,25/5/2022 10:00,2160,849.4741,43,28.18,69.76,4.17,385.2873
1502,25/5/2022 11:00,2204,870.920775,43.75,29.23,66.11,4.57,475.5489
1503,25/5/2022 12:00,2024,877.986,44.75,30.28,62.47,4.98,542.8089
1504,25/5/2022 13:00,1548,579.38365,44,31.33,58.83,5.39,643.3254
1505,25/5/2022 14:00,1316,499.2784,43.5,31.31,58.99,5.56,699.9492
1506,25/5/2022 15:00,1492,594.105025,43,31.29,59.14,5.76,697.9686
1507,25/5/2022 16:00,968,378.084475,42.25,31.26,59.3,5.99,524.1177
1508,25/5/2022 17:00,272,121.1048675,42.25,29.91,64.89,4.9,340.4925
1509,26/5/2022 7:00,939.6,372.4112,38.75,25.76,80.01,4.38,114.6805
1510,26/5/2022 8:00,1558.4,603.420175,42.25,27.29,73.49,5.07,313.9887
1511,26/5/2022 9:00,1996,787.392075,44.75,28.82,66.98,5.81,548.4555
1512,26/5/2022 10:00,1888,731.735925,46.25,30.35,60.46,6.59,726.6648
1513,26/5/2022 11:00,1868,733.99395,45,31.04,58.2,6.27,870.1401
1514,26/5/2022 12:00,2248,911.807125,45.75,31.73,55.93,5.98,966.2022
1515,26/5/2022 13:00,1952,724.0718,45.5,32.42,53.66,5.71,919.443
1516,26/5/2022 14:00,1880,823.908075,45.75,32.29,54.04,5.45,818.2929
1517,26/5/2022 15:00,1284,514.6552,45,32.17,54.42,5.25,675.9912
1518,26/5/2022 16:00,904,358.523525,44,32.04,54.8,5.12,534.1194
1519,26/5/2022 17:00,424,177.59455,43.5,30.64,60.94,4.55,367.0953
1520,27/5/2022 7:00,708.4,271.272,37.75,25.7,77.85,4.52,124.6623
1521,27/5/2022 8:00,1328.8,508.172675,40.5,27.25,72.43,5.45,323.2872
1522,27/5/2022 9:00,1932,743.980775,43,28.8,67.01,6.42,542.4168
1523,27/5/2022 10:00,2224,874.918775,45,30.35,61.59,7.41,720.2241
1524,27/5/2022 11:00,2368,934.880375,46.25,31.17,58.67,7.26,864.2907
1525,27/5/2022 12:00,2364,944.36545,46.75,31.98,55.75,7.11,961.7181
1526,27/5/2022 13:00,2056,783.92015,46.25,32.8,52.83,6.99,881.8362
1527,27/5/2022 14:00,1932,744.960025,46,32.42,53.46,6.66,751.3548
1528,27/5/2022 15:00,1452,551.737725,45.5,32.03,54.1,6.38,589.2552
1529,27/5/2022 16:00,684,245.641185,43.25,31.65,54.73,6.13,461.3121
1530,27/5/2022 17:00,388,147.0027325,40.5,30.47,59.06,5.3,314.0712
1531,28/5/2022 7:00,576,204.40695,37,25.62,76.12,3.41,121.9455
1532,28/5/2022 8:00,1264,471.559575,40,27.2,70.2,4.05,317.3361
1533,28/5/2022 9:00,1788,693.96555,43.75,28.78,64.28,4.78,534.699
1534,28/5/2022 10:00,2072,852.15285,46,30.36,58.36,5.56,705.2616
1535,28/5/2022 11:00,2200,891.598625,46.75,31.13,56.17,5.68,841.1673
1536,28/5/2022 12:00,2396,991.693825,46.25,31.89,53.97,5.81,930.6765
1537,28/5/2022 13:00,2164,842.659725,46.75,32.66,51.78,5.93,777.9153
1538,28/5/2022 14:00,1808,699.8249,46.25,31.93,54.75,5.38,584.1285
1539,28/5/2022 15:00,1424,537.129675,45.5,31.21,57.72,4.85,380.823
1540,28/5/2022 16:00,1048,405.34195,45,30.49,60.69,4.38,252.0409
1541,28/5/2022 17:00,548,221.677575,44,29.38,65.23,4.01,138.1981
1542,29/5/2022 7:00,740,287.9923,37.5,25.69,78.83,2.95,78.9399
1543,29/5/2022 8:00,1484,566.4833,41,27.23,72.33,3.7,252.0642
1544,29/5/2022 9:00,1548,588.77975,44,28.77,65.82,4.46,487.6329
1545,29/5/2022 10:00,1988,760.51495,45.25,30.31,59.32,5.24,645.849
1546,29/5/2022 11:00,2160,862.48775,46.75,30.97,57,5.29,773.4039
1547,29/5/2022 12:00,2168,919.357925,47,31.63,54.67,5.35,859.0011
1548,29/5/2022 13:00,1960,812.189275,48,32.29,52.35,5.41,727.6407
1549,29/5/2022 14:00,1744,697.049,46.75,31.81,54.53,5.06,557.4348
1550,29/5/2022 15:00,1488,575.7742,46.25,31.33,56.72,4.77,375.7623
1551,29/5/2022 16:00,512,207.20715,44.75,30.85,58.9,4.54,298.1678
1552,29/5/2022 17:00,528,207.369025,44,30.07,61.66,4.02,206.0009
1553,30/5/2022 7:00,704.4,264.692325,38.25,25.74,80.53,1.99,127.0053
1554,30/5/2022 8:00,1506.8,576.4459,41,27.37,72.37,2.53,324.6948
1555,30/5/2022 9:00,1908,752.583725,43.75,29.01,64.22,3.29,540.8679
1556,30/5/2022 10:00,2132,854.410875,46,30.64,56.07,4.16,718.7082
1557,30/5/2022 11:00,2372,995.93455,47.25,31.48,54.05,4.02,863.3895
1558,30/5/2022 12:00,2212,957.354675,48.5,32.33,52.04,3.88,961.8576
1559,30/5/2022 13:00,1728,737.31205,48,33.17,50.02,3.74,953.7657
1560,30/5/2022 14:00,1912,755.440575,47.5,33.04,50.37,4.07,887.6751
1561,30/5/2022 15:00,1224,499.0032,47,32.92,50.72,4.42,770.025
1562,30/5/2022 16:00,720,300.730825,45.75,32.8,51.07,4.8,523.4016
1563,30/5/2022 17:00,376,161.2060975,43.75,31.13,58.76,4.35,298.9039
1564,31/5/2022 7:00,427.6,157.62895,37.25,25.69,83.95,1.25,43.6585
1565,31/5/2022 8:00,1188.8,455.365325,39.75,26.74,77.98,1.41,130.5374
1566,31/5/2022 9:00,1784,718.5847,43.25,27.79,72.02,1.62,243.3154
1567,31/5/2022 10:00,1556,596.605775,45.25,28.84,66.05,1.86,430.6674
1568,31/5/2022 11:00,2332,946.728575,46.5,30.07,61.89,2.46,637.2939
1569,31/5/2022 12:00,1252,530.07259,47.5,31.29,57.72,3.11,834.555
1570,31/5/2022 13:00,1048,370.007575,42.5,32.51,53.56,3.78,722.9061
1571,31/5/2022 14:00,1248,611.917875,42.25,31.14,59.76,3.91,571.9026
1572,31/5/2022 15:00,1176,436.678375,43.5,29.77,65.96,4.09,405.3249
1573,31/5/2022 16:00,428,163.973925,42.75,28.4,72.15,4.32,291.985
1574,31/5/2022 17:00,244,91.5489475,41.25,27.91,73.23,3.63,180.5668
1575,1/6/2022 7:00,730,267.9862,37.25,26.24,79.59,1.61,100.2624
1576,1/6/2022 8:00,1431.2,547.75595,40.25,27.85,72.78,1.7,272.5835
1577,1/6/2022 9:00,1720,667.0803,43.25,29.46,65.97,1.84,482.1297
1578,1/6/2022 10:00,1980,781.637875,45.75,31.07,59.15,2.01,643.8234
1579,1/6/2022 11:00,2076,832.54335,46.5,31.92,55.56,2.18,776.7576
1580,1/6/2022 12:00,2040,839.349625,47,32.77,51.97,2.36,868.7628
1581,1/6/2022 13:00,1916,778.0041,47,33.62,48.38,2.53,824.9985
1582,1/6/2022 14:00,1084,443.363275,46.5,33.39,49.32,2.54,732.6567
1583,1/6/2022 15:00,1164,406.296975,44,33.16,50.27,2.55,603.9915
1584,1/6/2022 16:00,244,84.7588425,39.25,32.94,51.21,2.57,429.7425
1585,1/6/2022 17:00,280,105.49333,39,31.64,56.96,2.66,261.7539
1586,2/6/2022 7:00,618.8,230.24815,37.5,26.64,77.55,1.98,106.4672
1587,2/6/2022 8:00,1317.2,503.7781,40.25,28.33,70.46,2.28,287.0234
1588,2/6/2022 9:00,1680,657.7328,42.75,30.02,63.37,2.59,496.9947
1589,2/6/2022 10:00,2104,844.5454,45,31.72,56.28,2.9,673.3287
1590,2/6/2022 11:00,2232,938.7003,47,32.51,53.42,3.15,823.1943
1591,2/6/2022 12:00,2236,932.2097,47.5,33.3,50.56,3.41,931.9815
1592,2/6/2022 13:00,1920,805.124,48,34.1,47.7,3.66,827.3439
1593,2/6/2022 14:00,1556,633.04085,47.25,33.02,52.48,3.73,676.5291
1594,2/6/2022 15:00,1472,572.95775,46.75,31.95,57.25,3.81,502.7064
1595,2/6/2022 16:00,732,287.0292,45.25,30.88,62.03,3.91,322.8102
1596,2/6/2022 17:00,384,151.6886175,44.75,30.04,64.69,3.95,168.5968
1597,3/6/2022 7:00,584,220.43935,38,26.01,80.32,2.27,94.1418
1598,3/6/2022 8:00,1296,498.1858,40.75,27.53,73.69,2.87,250.7527
1599,3/6/2022 9:00,1668,696.87905,43.75,29.05,67.06,3.57,430.7181
1600,3/6/2022 10:00,2148,828.3997,45.75,30.57,60.43,4.32,610.674
1601,3/6/2022 11:00,2168,875.9142,47.5,31.3,58.35,4.79,776.4546
1602,3/6/2022 12:00,1476,588.65025,48.5,32.04,56.27,5.27,909.6375
1603,3/6/2022 13:00,2328,898.882375,45.5,32.78,54.19,5.75,871.3401
1604,3/6/2022 14:00,1736,705.142075,46.25,32.43,55.51,5.67,781.4745
1605,3/6/2022 15:00,164,61.8149575,44.75,32.08,56.84,5.61,651.5448
1606,3/6/2022 16:00,228,79.4174075,42.25,31.73,58.16,5.57,501.4323
1607,3/6/2022 17:00,44,17.45677725,40.75,30.35,63.91,4.78,335.9901
1608,4/6/2022 7:00,636,231.2193,37,25.61,83.3,2.13,88.884
1609,4/6/2022 8:00,1048,395.792125,38.5,27.03,76.99,2.91,241.8887
1610,4/6/2022 9:00,1012,374.3131,41.75,28.44,70.67,3.75,422.6346
1611,4/6/2022 10:00,1404,517.0103,42.25,29.86,64.36,4.62,580.8489
1612,4/6/2022 11:00,1476,562.970925,43.25,30.41,62.39,4.81,719.325
1613,4/6/2022 12:00,1112,405.511925,43.25,30.97,60.43,5.01,823.8624
1614,4/6/2022 13:00,1788,705.036825,44,31.53,58.46,5.21,773.4981
1615,4/6/2022 14:00,816,318.5274875,43.25,30.79,61.48,3.9,678.0573
1616,4/6/2022 15:00,256,89.4690175,39.5,30.06,64.5,2.66,550.6758
1617,4/6/2022 16:00,276,98.35522,38.25,29.32,67.52,1.67,368.106
1618,4/6/2022 17:00,204,77.06232,38.75,28.49,71.43,1.74,205.2191
1619,5/6/2022 7:00,572,215.534925,36,25.22,84.34,1.94,105.1759
1620,5/6/2022 8:00,1408,534.159525,38,26.7,77.04,2.33,273.9115
1621,5/6/2022 9:00,2056,816.1306,42,28.17,69.74,2.95,463.3302
1622,5/6/2022 10:00,1756,685.27355,44.75,29.65,62.44,3.67,632.5116
1623,5/6/2022 11:00,1560,582.879875,44.25,30.61,58.77,3.85,778.7481
1624,5/6/2022 12:00,1972,758.45925,44.25,31.58,55.1,4.04,887.3619
1625,5/6/2022 13:00,1752,701.5973,44,32.55,51.43,4.24,840.9885
1626,5/6/2022 14:00,1720,708.330725,44.5,32.34,52.48,4.32,745.287
1627,5/6/2022 15:00,1552,615.99675,44,32.12,53.53,4.42,613.0305
1628,5/6/2022 16:00,728,274.258325,43.75,31.9,54.58,4.53,466.0806
1629,5/6/2022 17:00,500,189.21625,42.5,30.16,62.2,4.04,308.1543
1630,6/6/2022 7:00,673.2,255.271975,37,25.45,78.36,2.14,118.517
1631,6/6/2022 8:00,1231.2,471.778075,40.75,27.1,71.88,3.25,308.9295
1632,6/6/2022 9:00,1552,592.30025,42,28.74,65.4,4.44,523.4367
1633,6/6/2022 10:00,2012,773.95755,43.25,30.39,58.92,5.65,664.0122
1634,6/6/2022 11:00,2080,843.816975,44.25,30.73,58.27,5.62,762.561
1635,6/6/2022 12:00,2092,836.9217,45,31.06,57.62,5.59,813.1674
1636,6/6/2022 13:00,1632,654.357975,44,31.4,56.97,5.55,829.2288
1637,6/6/2022 14:00,1828,698.821375,44.75,31.44,56.82,5.53,794.1336
1638,6/6/2022 15:00,1460,561.611275,44.25,31.49,56.67,5.54,709.419
1639,6/6/2022 16:00,960,380.973725,44,31.53,56.52,5.58,500.2509
1640,6/6/2022 17:00,276,117.1797275,42.75,29.99,62.91,4.67,301.2837
1641,7/6/2022 7:00,632.4,230.321025,37.5,24.83,77.93,2.93,89.7396
1642,7/6/2022 8:00,996,360.012625,39.5,26.38,72.44,3.94,239.6092
1643,7/6/2022 9:00,1392,514.3477,41.25,27.92,66.95,4.98,418.3068
1644,7/6/2022 10:00,1920,729.25945,42.25,29.47,61.47,6.04,549.1812
1645,7/6/2022 11:00,2480,970.878425,44.75,29.68,61.05,6.13,652.0923
1646,7/6/2022 12:00,2480,1038.90875,46,29.88,60.63,6.24,718.5396
1647,7/6/2022 13:00,1880,718.77085,46,30.09,60.2,6.38,696.0861
1648,7/6/2022 14:00,1808,709.62565,45,30,60.48,6.33,632.1561
1649,7/6/2022 15:00,1676,647.414125,44.25,29.91,60.75,6.34,534.5511
1650,7/6/2022 16:00,1040,409.081,44.25,29.81,61.02,6.4,425.2059
1651,7/6/2022 17:00,288,117.066435,42.5,28.71,65.37,5.39,295.7377
1652,8/6/2022 7:00,630,230.03775,37.5,24.95,76.83,2.15,71.8195
1653,8/6/2022 8:00,1380.4,524.5935,40,25.93,72.89,2.73,172.0933
1654,8/6/2022 9:00,1916,766.269125,43,26.91,68.94,3.4,269.8948
1655,8/6/2022 10:00,1720,664.102075,44,27.89,65,4.13,379.2654
1656,8/6/2022 11:00,1536,572.31035,44,29.28,59.63,4.69,478.671
1657,8/6/2022 12:00,1460,534.41045,43.75,30.66,54.26,5.27,557.3523
1658,8/6/2022 13:00,1800,699.201675,44.75,32.04,48.89,5.88,664.8018
1659,8/6/2022 14:00,1348,501.803425,44,31.96,49.38,5.77,727.6167
1660,8/6/2022 15:00,1496,570.1576,44,31.89,49.87,5.67,730.1715
1661,8/6/2022 16:00,1072,415.9277,43.5,31.81,50.36,5.58,510.3168
1662,8/6/2022 17:00,368,167.81815,43.25,30.29,56.78,4.52,303.8619
1663,9/6/2022 7:00,653.6,260.6134,37.5,25.24,78.83,1.64,70.9682
1664,9/6/2022 8:00,866,317.305425,39.5,26.64,72.85,2.32,187.6303
1665,9/6/2022 9:00,1000,365.613025,40.75,28.04,66.86,3.07,320.2437
1666,9/6/2022 10:00,1564,599.737775,42.25,29.44,60.87,3.85,475.5657
1667,9/6/2022 11:00,1840,699.29075,44.25,30.5,57,4.1,627.3342
1668,9/6/2022 12:00,2380,960.55995,44.5,31.57,53.12,4.38,757.3821
1669,9/6/2022 13:00,2304,939.679525,46.25,32.64,49.25,4.68,786.939
1670,9/6/2022 14:00,1468,573.68615,46,32.37,50.56,4.74,767.4999
1671,9/6/2022 15:00,1296,493.508,46,32.11,51.87,4.79,698.0445
1672,9/6/2022 16:00,728,291.7313,45.5,31.84,53.18,4.84,531.6927
1673,9/6/2022 17:00,364,152.1741975,44,30.46,58.23,4.19,352.8084
1674,10/6/2022 7:00,883.2,354.088475,38.75,25.9,77.93,2.78,107.2928
