Datetime,P,I,T,I_NCEP,T_NCEP,H_NCEP,W_NCEP
4/1/2022 8:00,130.7,29.25,290.731675,65.06,18.33,76.61,0.41
4/1/2022 9:00,230,31.5,497.83835,289.9296,20.85,67.05,0.44
4/1/2022 10:00,298,33.75,655.9729,477.2853,23.36,57.48,1.07
4/1/2022 11:00,335,36.5,755.447325,638.4012,24.72,53.11,1.53
4/1/2022 12:00,344,38.75,778.7919,757.686,26.08,48.75,1.99
4/1/2022 13:00,322,40.5,729.901625,782.6265,27.43,44.38,2.45
4/1/2022 14:00,274,40,614.5532,745.4928,27.28,44.56,2.27
4/1/2022 15:00,198,39.25,443.858525,649.6977,27.12,44.74,2.1
4/1/2022 16:00,97,39.25,230.803175,476.6199,26.96,44.92,1.94
4/1/2022 17:00,18,38.5,50.1258605,282.1454,24.89,52.13,0.82
5/1/2022 7:00,31.6,28.25,86.1205825,0,15.51,81.58,1.06
5/1/2022 8:00,134,29.25,300.54245,64.6998,18.04,73.18,0.33
5/1/2022 9:00,234,31.5,508.614675,294.0127,20.56,64.77,0.52
5/1/2022 10:00,302,33.75,666.307425,484.4637,23.09,56.37,1.27
5/1/2022 11:00,338,36.75,761.821475,647.4192,24.63,51.85,1.56
5/1/2022 12:00,346,38.75,788.02995,767.4078,26.17,47.33,1.85
5/1/2022 13:00,330,40.5,748.778625,793.098,27.72,42.81,2.16
5/1/2022 14:00,283,40,637.0305,755.9244,27.67,42.39,2.08
5/1/2022 15:00,207,39.75,463.324625,659.4186,27.62,41.96,2.01
5/1/2022 16:00,104,39.75,248.60005,484.5972,27.57,41.54,1.93
5/1/2022 17:00,18,39,56.8518595,288.2343,25.2,49.57,0.77
6/1/2022 7:00,31.4,28.25,87.31523,0,15.35,72.16,1.06
6/1/2022 8:00,136.9,28.75,304.1918,65.0559,18.04,65.45,0.44
6/1/2022 9:00,239,30.75,516.175275,294.3796,20.72,58.75,0.29
6/1/2022 10:00,308,33.75,677.623775,485.2776,23.4,52.05,0.89
6/1/2022 11:00,344,36.5,777.06545,649.0431,25.03,48.18,1.32
6/1/2022 12:00,353,38.5,798.54445,770.0319,26.66,44.31,1.75
6/1/2022 13:00,332,39.75,756.7729,795.7224,28.29,40.44,2.19
6/1/2022 14:00,285,40,645.303,758.3994,28.28,39.6,2
6/1/2022 15:00,209,40,470.476125,661.6161,28.28,38.77,1.81
6/1/2022 16:00,106,39.75,251.701225,487.3014,28.27,37.94,1.62
6/1/2022 17:00,19,39.25,59.85483825,290.7111,25.85,45.13,0.63
7/1/2022 7:00,29.4,28,78.1426525,0,15.77,72.65,0.92
7/1/2022 8:00,125.3,29.25,278.997975,63.2074,18.34,66.36,0.23
7/1/2022 9:00,226,31.5,489.115825,284.7342,20.92,60.07,0.61
7/1/2022 10:00,291,33.75,641.21175,472.491,23.5,53.79,1.34
7/1/2022 11:00,329,36.5,737.48675,636.0303,24.89,50.54,1.68
7/1/2022 12:00,337,39.25,766.109125,759.1617,26.29,47.29,2.02
7/1/2022 13:00,320,40.5,723.9939,785.838,27.69,44.05,2.37
7/1/2022 14:00,272,40,614.50415,750.3447,27.89,42.96,2.19
7/1/2022 15:00,195,40,438.400825,655.8645,28.09,41.88,2.02
7/1/2022 16:00,98,40,232.038725,483.1977,28.3,40.79,1.85
7/1/2022 17:00,19,39.25,53.74252,288.4925,26.04,47.98,0.86
8/1/2022 7:00,26.9,29.25,64.674315,0,15.58,75.12,0.94
8/1/2022 8:00,125.4,30.25,276.224075,63.6033,18.19,67.69,0.24
8/1/2022 9:00,226.3,31.5,490.8014,291.987,20.8,60.27,0.48
8/1/2022 10:00,294.8,31.75,650.146975,482.9064,23.41,52.85,1.18
8/1/2022 11:00,332.6,37,747.1503,646.9908,24.87,49.07,1.5
8/1/2022 12:00,343.6,39.5,782.3922,768.6078,26.32,45.29,1.82
8/1/2022 13:00,326.5,41,742.7154,796.0758,27.78,41.52,2.15
8/1/2022 14:00,280.7,41,634.0766,760.6152,27.85,40.77,2.07
8/1/2022 15:00,205.8,41,465.419375,665.5161,27.93,40.01,1.99
8/1/2022 16:00,105.5,40.5,249.950175,490.8873,28.01,39.26,1.92
8/1/2022 17:00,19.6,39.75,60.92672475,294.2841,25.7,46.28,0.82
9/1/2022 7:00,30.1,29,84.8850375,0,15.28,67.29,1.11
9/1/2022 8:00,132.4,29.5,293.399125,64.5721,18.08,60.12,0.42
9/1/2022 9:00,233.1,31.5,506.086275,294.9389,20.87,52.95,0.29
9/1/2022 10:00,302.9,34.5,669.0731,487.3116,23.67,45.78,0.98
9/1/2022 11:00,342.8,36.75,775.126175,652.6449,25.23,42.39,1.36
9/1/2022 12:00,350.3,39.75,801.9647,775.1919,26.79,39.01,1.74
9/1/2022 13:00,333,41,759.35855,803.292,28.35,35.62,2.12
9/1/2022 14:00,287.3,41,651.022525,767.9643,28.37,35.49,2.06
9/1/2022 15:00,210.9,40.5,477.881275,672.4227,28.38,35.36,2
9/1/2022 16:00,108.9,40.75,258.70545,497.4159,28.4,35.24,1.95
9/1/2022 17:00,20.3,39.5,62.79233175,299.3296,25.95,42.09,0.84
10/1/2022 7:00,30.5,28,79.6809725,0,15.3,63.8,1.17
10/1/2022 8:00,131.9,29.5,292.4827,63.6404,18.23,56.81,0.45
10/1/2022 9:00,236,31,511.0858,296.142,21.16,49.82,0.31
10/1/2022 10:00,305,33.5,674.1544,490.5663,24.09,42.82,1.03
10/1/2022 11:00,342,36.75,778.628275,657.4524,25.67,39.39,1.42
10/1/2022 12:00,352,39.5,808.797075,781.0626,27.25,35.95,1.81
10/1/2022 13:00,335,41.25,763.00795,809.8236,28.83,32.52,2.2
10/1/2022 14:00,289,41.5,655.3429,774.6978,28.91,31.81,2.08
10/1/2022 15:00,211,41,476.923975,678.9939,29,31.11,1.97
10/1/2022 16:00,109,40.5,258.14085,500.8155,29.08,30.4,1.87
10/1/2022 17:00,21,40,62.00681175,301.1937,26.48,36.74,0.73
11/1/2022 7:00,31.7,28.25,81.538395,0,15.32,58.22,1.09
11/1/2022 8:00,123.2,29,261.7657,56.7494,18.02,52.18,0.43
11/1/2022 9:00,234,31,510.365725,262.5943,20.72,46.13,0.24
11/1/2022 10:00,303,33,670.16135,442.3965,23.41,40.09,0.9
11/1/2022 11:00,341,36.75,773.62065,602.3175,24.9,37.83,1.29
11/1/2022 12:00,352,39.25,810.327225,725.9952,26.38,35.57,1.7
11/1/2022 13:00,334,41.25,766.27275,753.0324,27.86,33.31,2.12
11/1/2022 14:00,290,40.75,660.30965,720.7359,27.95,32.64,1.94
11/1/2022 15:00,189,40.5,420.080275,632.0988,28.05,31.96,1.78
11/1/2022 16:00,107,40.75,257.5926,459.2241,28.15,31.29,1.62
11/1/2022 17:00,23,39.5,63.14418825,271.5221,26.04,36.35,0.78
12/1/2022 7:00,33.7,29,82.577565,0,16.39,71.84,1.05
12/1/2022 8:00,133.9,30.5,295.5675,52.012,18.82,64.35,0.35
12/1/2022 9:00,187,32.5,404.9836,239.271,21.26,56.85,0.43
12/1/2022 10:00,289,33.75,612.466675,418.7997,23.7,49.36,1.14
12/1/2022 11:00,330,36.75,754.5636,589.4157,25.23,45.33,1.57
12/1/2022 12:00,336,39.75,806.113225,731.2419,26.76,41.29,2
12/1/2022 13:00,306,41.25,719.0353,755.2725,28.29,37.26,2.44
12/1/2022 14:00,230,41,531.893825,719.8509,28.41,36.57,2.3
12/1/2022 15:00,130,41,267.68155,628.7097,28.52,35.89,2.17
12/1/2022 16:00,68,40.25,143.95435,444.7428,28.64,35.2,2.04
12/1/2022 17:00,21,40,46.70559375,254.7108,26.94,39.58,1.13
13/1/2022 7:00,16.2,31.25,33.67090025,0,18.76,60.16,0.84
13/1/2022 8:00,49,33.25,103.123765,51.5019,21.01,55.54,0.24
13/1/2022 9:00,159,34.25,335.391625,241.2174,23.26,50.93,0.42
13/1/2022 10:00,193,35.25,405.139075,422.1786,25.5,46.31,1.03
13/1/2022 11:00,243,37,542.7929,593.3853,26.65,43.09,1.38
13/1/2022 12:00,195,38.25,417.715525,735.1698,27.8,39.86,1.74
13/1/2022 13:00,137,39,274.055775,759.7098,28.95,36.63,2.11
13/1/2022 14:00,182,39,372.8346,724.4997,28.83,36.45,2.07
13/1/2022 15:00,142,39,332.38865,633.3657,28.7,36.27,2.04
13/1/2022 16:00,88,39,195.495775,468.0303,28.58,36.09,2.01
13/1/2022 17:00,17,38.5,37.27937375,283.1386,26.47,42.5,1.23
14/1/2022 7:00,24.6,30.75,54.24983,0,16.59,87.98,0.87
14/1/2022 8:00,87.9,31.75,175.612375,60.5472,19.05,78.54,0.18
14/1/2022 9:00,174,34.5,376.852225,281.7774,21.51,69.09,0.58
14/1/2022 10:00,199,35,424.760625,456.3843,23.98,59.64,1.29
14/1/2022 11:00,215,36.75,457.318725,598.9863,25.23,54.36,1.59
14/1/2022 12:00,281,38.5,621.78655,697.9074,26.48,49.08,1.88
14/1/2022 13:00,189,39.75,401.86605,662.9709,27.74,43.8,2.17
14/1/2022 14:00,190,39.75,415.97265,575.5038,27.47,44.3,1.79
14/1/2022 15:00,123,40,269.3181,452.4087,27.21,44.8,1.41
14/1/2022 16:00,46,39.5,98.107915,335.8074,26.95,45.3,1.04
14/1/2022 17:00,18,38.25,37.75395375,204.3094,25.65,49.47,0.45
15/1/2022 7:00,24.3,31.75,61.769519,0,16.35,90.86,1
15/1/2022 8:00,105.6,31,243.1751,58.9062,18.72,81.28,0.48
15/1/2022 9:00,182.2,33.5,400.008625,272.3416,21.09,71.7,0.41
15/1/2022 10:00,196.5,35.5,421.2749,458.0334,23.46,62.12,0.9
15/1/2022 11:00,241.3,36.75,519.988325,622.8522,24.77,57.98,0.8
15/1/2022 12:00,293,38.5,655.12195,750.1398,26.09,53.83,0.81
15/1/2022 13:00,287.2,40.5,667.812975,747.4155,27.4,49.68,0.92
15/1/2022 14:00,193.5,41,433.26225,685.851,27.22,50.77,0.52
15/1/2022 15:00,153.3,40.25,341.847575,575.643,27.04,51.87,0.54
15/1/2022 16:00,92.2,40.25,209.88875,392.6871,26.86,52.96,0.95
15/1/2022 17:00,16.3,39.5,36.55113275,215.1355,24.4,63.37,1.26
16/1/2022 7:00,7,33.25,14.253878,0,17.61,95.4,0.17
16/1/2022 8:00,53.4,33,107.730505,44.8663,19.09,89.08,0.41
16/1/2022 9:00,129.8,33.25,260.481025,211.0525,20.58,82.75,0.66
16/1/2022 10:00,172.7,34.25,369.65165,376.2738,22.06,76.43,0.92
16/1/2022 11:00,154.1,35.5,319.5667,536.8578,23.15,70.9,0.89
16/1/2022 12:00,142.9,36,290.387975,673.6029,24.23,65.37,0.93
16/1/2022 13:00,147.8,36.25,301.156125,712.7181,25.32,59.84,1.04
16/1/2022 14:00,167.3,37.5,354.98045,696.1581,25.85,57.23,0.86
16/1/2022 15:00,177.1,38,383.93005,623.7549,26.37,54.62,0.68
16/1/2022 16:00,69.3,38,167.8962475,472.9683,26.9,52.01,0.51
16/1/2022 17:00,11.6,38,24.907464,295.6471,24.49,63.11,0.12
17/1/2022 7:00,17.3,32.75,36.4529405,0,15.69,95.96,0.8
17/1/2022 8:00,69.4,32.5,141.8923375,60.7886,17.69,88.49,0.48
17/1/2022 9:00,110,33.25,224.347175,283.9286,19.68,81.03,0.64
17/1/2022 10:00,169,34.25,352.836675,475.1994,21.67,73.57,1.09
17/1/2022 11:00,232,35.5,493.13345,642.8769,23.09,67.25,1.07
17/1/2022 12:00,359,37,803.11025,770.5932,24.52,60.93,1.17
17/1/2022 13:00,335,38.75,748.664075,798.7755,25.94,54.61,1.35
17/1/2022 14:00,296,39,677.8938,764.4834,26.18,52.51,1.25
17/1/2022 15:00,198,39,431.061175,671.2806,26.43,50.41,1.16
17/1/2022 16:00,111,39,259.630075,489.4911,26.67,48.31,1.06
17/1/2022 17:00,25,39,69.6247175,292.8295,24.68,56.94,0.61
18/1/2022 7:00,18.7,31,45.03636525,0,15.8,94.62,0.92
18/1/2022 8:00,76.4,31,152.169565,54.1563,17.7,86.46,0.51
18/1/2022 9:00,195,32.5,422.6332,251.117,19.6,78.3,0.75
18/1/2022 10:00,270,34.25,607.213525,406.5588,21.5,70.14,1.32
18/1/2022 11:00,322,36.75,732.13545,533.6967,22.79,64.6,1.37
18/1/2022 12:00,329,39,755.53735,622.1601,24.07,59.07,1.44
18/1/2022 13:00,311,40,697.310825,694.8648,25.35,53.54,1.54
18/1/2022 14:00,262,40,597.01,713.8275,25.46,52.93,1.77
18/1/2022 15:00,188,39.75,427.2236,670.5681,25.56,52.32,2.05
18/1/2022 16:00,108,39.75,254.319575,483.8745,25.67,51.72,2.37
18/1/2022 17:00,19,39.25,45.10182175,286.0211,23.68,60.65,1.5
19/1/2022 7:00,16.6,31,34.03093,0,15.78,97.41,0.45
19/1/2022 8:00,56.2,31.5,109.3261,59.6453,17.32,92.38,0.22
19/1/2022 9:00,151,32.25,291.779,281.2188,18.86,87.35,0.73
19/1/2022 10:00,243,33.5,519.145525,471.0693,20.4,82.33,1.29
19/1/2022 11:00,294,35.25,651.505275,637.3242,21.51,76.52,1.26
19/1/2022 12:00,331,37,748.353125,763.9077,22.63,70.71,1.28
19/1/2022 13:00,312,38.5,692.2213,784.4163,23.74,64.9,1.36
19/1/2022 14:00,219,38.75,485.711925,743.6355,23.67,63.89,1.31
19/1/2022 15:00,175,38.75,394.681825,646.926,23.59,62.87,1.29
19/1/2022 16:00,104,39,238.2574,441.762,23.51,61.85,1.28
19/1/2022 17:00,21,37.5,44.0871925,243.5432,21.86,69.93,0.8
20/1/2022 7:00,54.5,30,109.416105,0,14.21,92.97,0.76
20/1/2022 8:00,115.4,31,242.144075,62.3061,16.43,85.33,0.2
20/1/2022 9:00,226,32,487.86395,291.4935,18.64,77.68,0.37
20/1/2022 10:00,295,34,638.364225,486.3852,20.86,70.04,0.93
20/1/2022 11:00,301,36.25,658.321325,656.2404,22.39,63.05,1.34
20/1/2022 12:00,310,37.5,680.6104,784.8237,23.91,56.07,1.75
20/1/2022 13:00,341,39.5,758.761225,741.8697,25.44,49.08,2.17
20/1/2022 14:00,264,39,593.26245,640.2036,25.15,50.78,2.2
20/1/2022 15:00,221,39,489.901325,499.8186,24.86,52.48,2.26
20/1/2022 16:00,107,39,238.396525,393.9636,24.56,54.19,2.35
20/1/2022 17:00,18,38.5,39.2922625,257.779,22.71,61.98,1.4
21/1/2022 7:00,7.8,31.25,15.71854193,0,15.05,94.14,0.46
21/1/2022 8:00,43.9,32,87.847085,39.9134,16.79,88.12,0.19
21/1/2022 9:00,102,32,198.097825,185.2595,18.52,82.1,0.65
21/1/2022 10:00,294,33.5,631.065475,365.6094,20.26,76.08,1.16
21/1/2022 11:00,316,35.5,704.707775,562.7904,21.78,69.9,1.09
21/1/2022 12:00,317,37.5,693.317775,749.0481,23.29,63.72,1.15
21/1/2022 13:00,330,38.75,787.6372,790.7199,24.81,57.54,1.32
21/1/2022 14:00,310,39,681.19955,771.0966,25.21,53.17,1.42
21/1/2022 15:00,183,39,394.5673,690.5118,25.62,48.81,1.57
21/1/2022 16:00,105,39.25,243.60057,523.6962,26.03,44.45,1.76
21/1/2022 17:00,34,39,96.28321,329.1978,23.85,52.46,1.55
22/1/2022 7:00,30.2,29,89.3772,0,14.79,89.23,1.02
22/1/2022 8:00,137.1,29.5,311.04875,62.8772,17.16,80.17,0.38
22/1/2022 9:00,243.9,31.25,523.302275,296.5693,19.54,71.11,0.27
22/1/2022 10:00,316.9,33.75,695.199725,491.8818,21.92,62.05,0.92
22/1/2022 11:00,357.3,36.5,800.843725,659.5911,23.3,56.51,1.38
22/1/2022 12:00,372.7,39.5,841.330625,784.3389,24.69,50.96,1.83
22/1/2022 13:00,356.9,40.75,801.7438,822.8076,26.07,45.42,2.29
22/1/2022 14:00,255.5,40.75,543.422925,797.523,26.48,41.2,1.65
22/1/2022 15:00,220,40.75,459.274325,710.1657,26.88,36.98,1.58
22/1/2022 16:00,139.3,40.5,327.7492,539.2728,27.28,32.76,2.13
22/1/2022 17:00,32,40.5,99.5153025,340.3296,24.7,40.77,2.03
23/1/2022 7:00,32.5,27,90.92369,0,12.88,68.52,1.39
23/1/2022 8:00,142.9,28,315.860025,66.1169,15.75,59.79,0.7
23/1/2022 9:00,250,29.5,531.574725,309.2526,18.62,51.07,0.03
23/1/2022 10:00,323.6,32.25,705.591475,513.231,21.49,42.35,0.69
23/1/2022 11:00,364,35,815.490325,689.1999,22.93,38.66,1.13
23/1/2022 12:00,374.3,38,851.7469,820.8675,24.38,34.96,1.58
23/1/2022 13:00,359.2,40.5,810.6054,855.0327,25.82,31.27,2.04
23/1/2022 14:00,312.5,40,696.5253,822.9702,25.8,31.16,2.11
23/1/2022 15:00,232.7,39.5,514.3833,727.7952,25.78,31.05,2.18
23/1/2022 16:00,127.3,39.75,295.788425,551.4813,25.76,30.94,2.25
23/1/2022 17:00,32.3,38.75,87.84708,347.4561,23.39,37.34,1.05
24/1/2022 7:00,32.1,26,89.7290625,0,13.51,73.75,1
24/1/2022 8:00,138.5,27.25,307.448425,65.5897,16.27,65.22,0.34
24/1/2022 9:00,249,28.75,525.68335,304.1925,19.02,56.68,0.32
24/1/2022 10:00,322,32,699.2255,505.275,21.77,48.15,0.97
24/1/2022 11:00,363,33.75,807.978825,679.6497,23.23,44.81,1.4
24/1/2022 12:00,373,37.25,843.507175,810.9768,24.68,41.46,1.84
24/1/2022 13:00,352,39.5,794.89505,844.5933,26.14,38.11,2.28
24/1/2022 14:00,309,40,690.9203,812.9055,26.21,37.44,2.18
24/1/2022 15:00,226,40,506.356325,719.0001,26.28,36.78,2.08
24/1/2022 16:00,126,39.5,289.937925,545.7882,26.35,36.11,1.99
24/1/2022 17:00,34,38.75,91.979255,344.7975,24.09,42.64,0.86
25/1/2022 7:00,43.2,9,24.90559,0,14.55,68.25,1.13
25/1/2022 8:00,92,28.5,363.48205,65.9125,17.33,60.95,0.46
25/1/2022 9:00,247,29.75,530.0446,303.0684,20.12,53.64,0.23
25/1/2022 10:00,321,32,702.907625,503.34,22.9,46.33,0.9
25/1/2022 11:00,365,34.5,820.358925,677.5542,24.35,42.36,1.29
25/1/2022 12:00,377,38,860.3549,809.2743,25.81,38.38,1.69
25/1/2022 13:00,362,40,817.6587,845.4348,27.26,34.4,2.1
25/1/2022 14:00,321,40.75,709.641825,816.3861,27.41,33.31,2.08
25/1/2022 15:00,242,40,536.97515,724.5978,27.56,32.22,2.08
25/1/2022 16:00,137,40,320.19675,550.8003,27.71,31.13,2.11
25/1/2022 17:00,33,39.25,97.9197125,348.7524,25.23,38.36,0.89
26/1/2022 7:00,33.2,26.25,101.97004,0,14.33,59.58,1.22
26/1/2022 8:00,144.8,27.5,322.86425,66.1655,17.25,52.76,0.5
26/1/2022 9:00,250,29.75,535.15045,308.88,20.17,45.94,0.28
26/1/2022 10:00,323,32.25,702.08935,512.5653,23.09,39.12,0.99
26/1/2022 11:00,368,34.25,819.2952,688.5234,24.6,35.79,1.4
26/1/2022 12:00,373,38,853.12155,820.533,26.12,32.45,1.85
26/1/2022 13:00,357,40.25,810.376325,857.8152,27.64,29.11,2.31
26/1/2022 14:00,312,40.75,697.924475,829.0386,27.76,28.19,2.19
26/1/2022 15:00,237,40.25,528.162625,736.7331,27.89,27.26,2.08
26/1/2022 16:00,136,39.75,319.58305,561.2208,28.02,26.34,1.98
26/1/2022 17:00,36,39,104.52299,357.0777,25.35,32.89,0.81
27/1/2022 7:00,33.6,26.25,100.9881525,0,13.81,53.43,1.33
27/1/2022 8:00,147.4,27.5,330.4412,68.547,17,46.85,0.63
27/1/2022 9:00,257,30,548.9952,317.127,20.18,40.26,0.07
27/1/2022 10:00,330,31.75,725.794025,524.6379,23.36,33.68,0.77
27/1/2022 11:00,370,36,837.82855,703.4031,25.11,29.65,1.17
27/1/2022 12:00,381,38,872.325875,837.0609,26.86,25.62,1.62
27/1/2022 13:00,366,40.5,829.564225,874.6224,28.6,21.59,2.08
27/1/2022 14:00,316,41.25,711.662875,844.9503,28.7,21.26,1.92
27/1/2022 15:00,239,41,532.147475,750.708,28.8,20.93,1.78
27/1/2022 16:00,135,40,317.21015,572.4861,28.9,20.6,1.65
27/1/2022 17:00,33,39.5,97.2078475,364.9491,26.05,26.53,0.59
28/1/2022 7:00,34,26.25,101.0536,0,14.4,59.21,0.95
28/1/2022 8:00,147.9,27.5,329.1566,67.5282,17.46,51.95,0.34
28/1/2022 9:00,254,30,543.7666,309.5817,20.51,44.68,0.29
28/1/2022 10:00,325,32.25,713.5449,512.9157,23.56,37.42,0.9
28/1/2022 11:00,366,35.25,828.312275,689.2668,25.32,33.87,1.29
28/1/2022 12:00,379,38.75,869.159225,822.2388,27.09,30.33,1.73
28/1/2022 13:00,362,41,829.5069,860.3307,28.86,26.79,2.21
28/1/2022 14:00,316,41.75,711.3683,832.4367,29.23,25.39,1.55
28/1/2022 15:00,242,41.5,539.22535,740.8821,29.6,23.98,1.39
28/1/2022 16:00,141,41,330.817575,566.616,29.97,22.58,1.86
28/1/2022 17:00,35,40.75,109.9888625,362.622,27.22,28.54,1.77
29/1/2022 7:00,33,27.75,92.2410925,0,15.68,74.13,1.08
29/1/2022 8:00,144.5,29,323.65795,67.9679,18.58,64.41,0.47
29/1/2022 9:00,249.3,31.75,542.95655,308.7453,21.49,54.69,0.56
29/1/2022 10:00,318.2,35,706.000625,511.6455,24.4,44.96,1.21
29/1/2022 11:00,254.6,37,821.308125,688.3434,26.28,38.48,1.2
29/1/2022 12:00,77.7,39.5,856.689125,822.2598,28.17,32,1.38
29/1/2022 13:00,355.7,41.25,810.5563,860.9625,30.05,25.53,1.71
29/1/2022 14:00,316.5,42,710.460075,833.772,29.95,24.78,2.06
29/1/2022 15:00,243.7,41,540.7718,742.8528,29.85,24.03,2.47
29/1/2022 16:00,140,41,328.289225,568.3485,29.75,23.28,2.92
29/1/2022 17:00,35.3,40.75,102.9519475,364.1619,26.94,29.06,2.62
30/1/2022 7:00,34.4,27,103.058315,0,13.54,74.31,1.12
30/1/2022 8:00,148.3,27.5,333.075975,69.0116,16.58,63.87,0.42
30/1/2022 9:00,255.7,30.25,554.305625,318.0129,19.61,53.43,0.36
30/1/2022 10:00,329.3,33.75,728.412425,525.7086,22.65,42.99,1.05
30/1/2022 11:00,370.3,36.25,842.2716,704.7777,24.5,37.46,1.36
30/1/2022 12:00,381.4,39,873.823225,838.923,26.34,31.93,1.66
30/1/2022 13:00,363.4,40.5,831.56075,877.5231,28.19,26.4,1.97
30/1/2022 14:00,320,40.5,719.935375,849.048,28.63,24.52,1.52
30/1/2022 15:00,248.1,40.75,554.24835,756.0702,29.08,22.63,1.21
30/1/2022 16:00,145,40.75,343.001325,579.4914,29.52,20.74,1.17
30/1/2022 17:00,37.3,40.75,112.6318025,372.9297,26.55,25.93,1.24
31/1/2022 7:00,36.1,25,94.8676425,0,12.28,56.45,1.36
31/1/2022 8:00,148.7,25.75,331.8077,71.1026,15.51,48.66,0.63
31/1/2022 9:00,257,28.75,557.022225,324.5373,18.74,40.88,0.15
31/1/2022 10:00,333,31.5,730.924425,535.2474,21.97,33.09,0.86
31/1/2022 11:00,375,35,853.64525,716.73,23.78,29.44,1.34
31/1/2022 12:00,389,37.75,893.207525,852.5175,25.6,25.79,1.82
31/1/2022 13:00,371,40.25,846.731075,890.8431,27.42,22.14,2.3
31/1/2022 14:00,322,40.5,725.36855,861.1956,27.83,21.53,2.11
31/1/2022 15:00,246,40,548.725175,766.3635,28.24,20.92,1.93
31/1/2022 16:00,141,39.75,332.24955,587.3331,28.65,20.31,1.76
31/1/2022 17:00,39,39.5,110.8153025,378.2235,25.88,25.58,0.6
1/2/2022 7:00,36.5,24.25,96.8478175,0,12.77,64.61,1.14
1/2/2022 8:00,151.7,25.25,336.471675,72.5654,16.06,55.01,0.36
1/2/2022 9:00,259,28.25,559.5915,328.0476,19.35,45.41,0.47
1/2/2022 10:00,335,31.75,738.2805,540.1032,22.65,35.8,1.26
1/2/2022 11:00,378,34.75,857.52375,722.7945,24.44,30.67,1.67
1/2/2022 12:00,392,38.25,907.796875,859.5414,26.23,25.54,2.09
1/2/2022 13:00,377,40.25,862.948725,898.5957,28.03,20.4,2.53
1/2/2022 14:00,328,41.25,735.122025,869.2344,28.71,18.29,2.5
1/2/2022 15:00,254,41.25,565.1147,774.1512,29.39,16.17,2.47
1/2/2022 16:00,146,41.5,344.899675,595.0845,30.08,14.06,2.46
1/2/2022 17:00,38,41,116.387565,384.7743,26.92,18.35,1.47
2/2/2022 7:00,26.6,25.5,64.6334,0,11.84,47.05,1.36
2/2/2022 8:00,141.1,26.25,313.544375,74.5986,15.25,40.39,0.54
2/2/2022 9:00,256,29.5,556.384,333.9954,18.67,33.73,0.45
2/2/2022 10:00,330,32,729.598875,548.0508,22.08,27.07,1.26
2/2/2022 11:00,372,36.5,843.1717,731.8833,24.32,23.22,1.66
2/2/2022 12:00,385,39.75,880.017325,868.9452,26.57,19.38,2.06
