Datetime,P,I,T,I_NCEP,T_NCEP,H_NCEP,W_NCEP
2/2/2022 13:00,366,42.75,838.04125,908.6517,28.81,15.53,2.46
2/2/2022 14:00,329,43.25,728.2897,879.3252,29.29,14.21,2.19
2/2/2022 15:00,254,43,560.663425,783.6123,29.78,12.88,2.75
2/2/2022 16:00,152,42.25,355.545075,603.282,30.26,11.56,3.8
2/2/2022 17:00,41,41,122.8599125,391.029,27.01,17.34,3.23
3/2/2022 7:00,38.6,26,113.7037025,0,11.97,40.68,1.31
3/2/2022 8:00,157.1,27.25,350.1119,75.5971,15.5,34.88,0.53
3/2/2022 9:00,263,30,572.086175,335.1933,19.04,29.08,0.37
3/2/2022 10:00,338,32.75,743.05905,548.7594,22.57,23.27,1.13
3/2/2022 11:00,375,35.5,851.77145,732.012,24.45,21.18,1.53
3/2/2022 12:00,386,39,887.6189,868.4991,26.33,19.08,1.97
3/2/2022 13:00,371,40.75,852.6961,906.4107,28.21,16.98,2.42
3/2/2022 14:00,323,41.25,732.528225,875.5689,28.65,17.13,2.15
3/2/2022 15:00,248,40.25,556.9322,778.9851,29.09,17.29,1.89
3/2/2022 16:00,145,40.75,340.55475,599.6001,29.53,17.44,1.63
3/2/2022 17:00,38,40,112.3617975,388.8528,26.59,21.91,0.47
4/2/2022 7:00,33.5,26.75,89.49993,0,13.54,39.32,1.15
4/2/2022 8:00,147.5,27.5,327.217325,74.9832,16.88,34.42,0.48
4/2/2022 9:00,253,30.75,546.327725,329.2416,20.23,29.51,0.55
4/2/2022 10:00,321,32.75,718.757075,538.6554,23.57,24.61,1.23
4/2/2022 11:00,338,36.5,747.133925,718.8123,25.39,24.95,1.55
4/2/2022 12:00,374,39.25,863.2351,853.4436,27.21,25.29,1.9
4/2/2022 13:00,355,41.75,821.01355,888.7578,29.02,25.64,2.27
4/2/2022 14:00,313,42.25,708.7008,856.7622,29.32,26.08,2.2
4/2/2022 15:00,237,41.5,529.520875,760.8171,29.63,26.53,2.15
4/2/2022 16:00,134,41,314.1581,581.9559,29.93,26.98,2.09
4/2/2022 17:00,36,40.5,96.1195775,375.0822,27.55,32.39,0.9
5/2/2022 7:00,27.5,32,71.17937075,0,16.39,89.8,0.53
5/2/2022 8:00,96,31.25,209.594175,71.366,18.76,81.91,0.24
5/2/2022 9:00,142.8,33.25,295.42835,310.3029,21.13,74.02,0.96
5/2/2022 10:00,236,35,483.306275,508.2072,23.5,66.14,1.69
5/2/2022 11:00,300.6,37.5,704.315,679.5213,24.69,61.78,1.78
5/2/2022 12:00,214.4,38.5,516.92805,808.5516,25.87,57.42,1.91
5/2/2022 13:00,225.5,38.5,461.581775,807.1299,27.06,53.07,2.07
5/2/2022 14:00,169.5,38.5,358.138925,744.0087,27,52.65,2.25
5/2/2022 15:00,104.9,37,199.6279075,630.0369,26.94,52.23,2.45
5/2/2022 16:00,118,35,280.26625,403.6122,26.89,51.82,2.67
5/2/2022 17:00,29.3,35.25,60.9922,203.8925,24.45,63.68,2.01
6/2/2022 7:00,9.2,32.5,20.51347225,0,17.33,96.41,0.56
6/2/2022 8:00,23.5,32.75,46.034625,38.1746,18.73,90.69,0.34
6/2/2022 9:00,89,32.75,180.46455,168.136,20.13,84.98,0.44
6/2/2022 10:00,73.7,34,143.93795,332.5869,21.53,79.27,0.75
6/2/2022 11:00,313.5,34.5,686.199025,514.8948,23.36,69.83,1
6/2/2022 12:00,342.1,37.25,792.923025,689.8146,25.2,60.4,1.27
6/2/2022 13:00,311.5,38.75,699.160075,733.8522,27.03,50.96,1.55
6/2/2022 14:00,269.7,40,631.785525,722.865,27.87,45,1.99
6/2/2022 15:00,230.1,40,485.000025,656.2611,28.71,39.04,2.44
6/2/2022 16:00,136.6,40,315.32,508.4919,29.55,33.07,2.9
6/2/2022 17:00,20,40,52.39241,333.4464,27.31,39.85,2.4
7/2/2022 7:00,38,29,101.40547,0,15.45,90.5,1.01
7/2/2022 8:00,151.4,30.5,331.7995,74.1364,18.45,77.97,0.42
7/2/2022 9:00,258,33.75,556.7522,323.2602,21.45,65.44,0.36
7/2/2022 10:00,332,35,734.90115,530.3988,24.45,52.91,0.95
7/2/2022 11:00,377,37.75,855.150825,710.3241,26.3,44.79,1.2
7/2/2022 12:00,393,40,894.083075,846.5367,28.15,36.67,1.48
7/2/2022 13:00,374,42.25,850.691375,887.2764,30,28.54,1.76
7/2/2022 14:00,331,43,743.312725,861.3399,30.27,26.5,1.76
7/2/2022 15:00,66,42.75,583.312525,770.904,30.54,24.47,2.16
7/2/2022 16:00,2.666666667,40.33333333,382.4584,594.1605,30.81,22.43,2.8
7/2/2022 17:00,30.5,38.5,122.4098775,387.6492,28.01,28.02,2.47
8/2/2022 7:00,40.4,26.25,118.34317,0,13.75,47.44,1.44
8/2/2022 8:00,161.6,27.5,354.096775,79.1827,17.12,40.95,0.68
8/2/2022 9:00,269,30,580.137725,341.8149,20.49,34.47,0.15
8/2/2022 10:00,346,33.25,761.854175,557.3313,23.86,27.98,0.87
8/2/2022 11:00,386,36.25,882.423025,742.8447,25.67,24.86,1.33
8/2/2022 12:00,400,38.75,926.5593,881.7159,27.48,21.73,1.79
8/2/2022 13:00,387,40.5,888.57625,921.8346,29.3,18.6,2.26
8/2/2022 14:00,273,42,769.022075,892.782,29.52,17.93,2.28
8/2/2022 15:00,168,40.5,592.82055,797.3052,29.75,17.25,2.3
8/2/2022 16:00,158,40.25,366.861425,616.6323,29.98,16.58,2.33
8/2/2022 17:00,45,39.75,127.630305,404.1501,27.07,21.33,1.07
9/2/2022 7:00,41.3,26,111.723555,0.0026,14.18,47.65,1.21
9/2/2022 8:00,162.8,27.75,358.8344,100.8661,17.57,41.23,0.44
9/2/2022 9:00,273,30,588.107475,344.8878,20.95,34.8,0.33
9/2/2022 10:00,348,33.25,771.69775,561.255,24.34,28.37,1.1
9/2/2022 11:00,390,36.75,893.641225,747.5088,26.28,24.36,1.53
9/2/2022 12:00,399,39,934.553625,886.9506,28.22,20.34,1.97
9/2/2022 13:00,382,41.75,886.988875,928.1652,30.16,16.33,2.41
9/2/2022 14:00,233,43,772.172325,899.9088,30.56,15.25,2.22
9/2/2022 15:00,0,42,642.52095,804.7272,30.96,14.17,2.04
10/2/2022 8:00,184.9333333,25.33333333,400.3523333,103.765,17.57,34.01,0.58
10/2/2022 9:00,276,28.5,597.386375,351.3273,21.15,28.39,0.29
10/2/2022 10:00,350,31.75,775.666225,569.715,24.73,22.78,0.92
10/2/2022 11:00,393,36.25,898.9271,757.0749,26.79,19.92,1.34
10/2/2022 12:00,405,38.75,944.3562,896.7549,28.84,17.06,1.82
10/2/2022 13:00,390,41,908.15695,936.7779,30.9,14.2,2.32
10/2/2022 14:00,345,42,789.911925,906.8061,31.04,13.95,2.3
10/2/2022 15:00,270,41.75,606.8126,809.745,31.19,13.71,2.27
10/2/2022 16:00,164,41.25,385.304725,627.1749,31.33,13.46,2.24
10/2/2022 17:00,45,40.75,130.4450625,412.35,28.32,17.44,0.91
11/2/2022 7:00,36.4,26,88.444415,0.0352,14.95,34.56,1.4
11/2/2022 8:00,150.1,27.25,327.3646,103.1189,18.62,29.79,0.74
11/2/2022 9:00,236,29.75,482.42255,345.7596,22.29,25.02,0.51
11/2/2022 10:00,323,32.75,711.4665,560.4903,25.97,20.25,1.04
11/2/2022 11:00,352,35.5,825.84935,745.3467,27.66,19.5,1.44
11/2/2022 12:00,370,38.75,857.073725,883.7706,29.36,18.76,1.98
11/2/2022 13:00,355,41,805.573175,921.5169,31.05,18.01,2.58
11/2/2022 14:00,319,42.25,725.58945,890.5272,31.56,17.14,1.97
11/2/2022 15:00,239,42.25,536.148725,794.0049,32.08,16.26,1.5
11/2/2022 16:00,141,41.5,327.094575,615.7731,32.59,15.38,1.33
11/2/2022 17:00,42,41.25,112.48454,405.7323,29.51,18.23,1.19
12/2/2022 7:00,36,28,91.6519275,0.0653,15.58,35.65,1.41
12/2/2022 8:00,154.1,29,339.7856,103.2279,18.97,31.15,0.54
12/2/2022 9:00,255.2,31.25,552.4973,342.8121,22.36,26.65,0.32
12/2/2022 10:00,322.8,33.25,714.30585,555.3684,25.75,22.16,1.19
12/2/2022 11:00,365.9,37,835.99565,738.8718,27.61,19.71,1.67
12/2/2022 12:00,381.6,40.25,884.845025,876.7836,29.48,17.26,2.15
12/2/2022 13:00,366.5,42.5,844.7918,917.9847,31.34,14.81,2.63
12/2/2022 14:00,318.7,43.5,722.5865,890.9532,31.83,14.16,1.88
12/2/2022 15:00,245.2,43,549.829825,798.0219,32.32,13.51,1.53
12/2/2022 16:00,146.5,42.25,341.86395,618.2322,32.81,12.85,1.81
12/2/2022 17:00,45.1,41.75,130.14233,407.1864,29.78,16.56,1.84
13/2/2022 7:00,40.9,27,103.43471,0.109,14.21,41.46,1.46
13/2/2022 8:00,156.3,28,345.161475,108.0136,17.96,35.3,0.84
13/2/2022 9:00,262.8,31,570.9406,355.3119,21.72,29.15,0.61
13/2/2022 10:00,338.4,33.5,755.34915,573.264,25.47,22.99,1.07
13/2/2022 11:00,382.7,36.5,880.1974,760.5735,27.28,20.26,1.37
13/2/2022 12:00,401.6,40.25,936.132825,900.5499,29.09,17.53,1.81
13/2/2022 13:00,385.9,42.25,891.513775,941.9409,30.9,14.8,2.32
13/2/2022 14:00,333.7,43,760.193175,913.4595,30.99,14.53,2.38
13/2/2022 15:00,257.4,41.75,575.817375,817.6728,31.07,14.26,2.44
13/2/2022 16:00,153.8,41.5,356.436925,635.0592,31.15,13.98,2.51
13/2/2022 17:00,44.3,41,121.37072,419.751,28.15,17.87,1.11
14/2/2022 7:00,37.5,26.75,90.0645375,0.1571,15.26,29.81,1.21
14/2/2022 8:00,143.5,28,312.627975,106.8561,18.69,26.96,0.47
14/2/2022 9:00,249,30.75,535.1341,348.2196,22.12,24.1,0.41
14/2/2022 10:00,325,33,715.778675,560.2764,25.55,21.24,1.15
14/2/2022 11:00,367,36,836.560225,742.2093,27.34,23.04,1.59
14/2/2022 12:00,375,38.75,868.40645,877.8816,29.12,24.85,2.08
14/2/2022 13:00,361,41.5,834.47375,918.7161,30.9,26.65,2.58
14/2/2022 14:00,325,42.75,739.826975,891.5694,31.38,24.6,2.53
14/2/2022 15:00,249,42.5,560.409725,798.81,31.85,22.55,2.49
14/2/2022 16:00,144,42,336.128025,619.9389,32.33,20.49,2.44
14/2/2022 17:00,42,41,108.90061,409.7256,29.52,25.9,1.18
15/2/2022 7:00,21.9,31,44.1935675,0.2112,17.8,70.06,1.08
15/2/2022 8:00,57,31.75,114.5710575,104.8206,20.61,63.95,0.23
15/2/2022 9:00,177,32.75,378.865125,338.4336,23.42,57.85,0.61
15/2/2022 10:00,299,34.75,661.2261,546.4854,26.24,51.74,1.46
15/2/2022 11:00,354,37.75,812.31555,727.0818,27.97,45.7,1.72
15/2/2022 12:00,373,40,861.344975,863.7633,29.7,39.66,1.99
15/2/2022 13:00,369,42.25,851.68145,903.0471,31.43,33.62,2.27
15/2/2022 14:00,327,43.25,744.55645,875.6451,31.95,30.57,2.33
15/2/2022 15:00,245,42.5,546.131325,784.0524,32.47,27.51,2.39
15/2/2022 16:00,141,41.25,322.25055,600.234,32.99,24.46,2.45
15/2/2022 17:00,38,40.25,98.893455,390.9861,30.04,36.55,2.18
16/2/2022 7:00,16.4,33,34.2109425,0.2797,17.45,94.62,0.83
16/2/2022 8:00,134.2,33.25,298.087675,105.933,20.32,81.94,0.14
16/2/2022 9:00,236.2,35,537.43335,338.9085,23.18,69.26,0.55
16/2/2022 10:00,310.8,37,689.750175,545.8773,26.05,56.59,1.25
16/2/2022 11:00,371,38.75,854.643525,725.3235,27.65,49.73,1.77
16/2/2022 12:00,387.5,41,898.84525,860.9469,29.26,42.88,2.32
16/2/2022 13:00,358.8,42.25,887.471475,874.8066,30.86,36.03,2.89
16/2/2022 14:00,308.9,43.75,695.862525,823.6587,31.19,34.03,2.65
16/2/2022 15:00,249,43,557.349525,715.4121,31.51,32.03,2.42
16/2/2022 16:00,138.9,42,333.926925,528.5748,31.84,30.04,2.2
16/2/2022 17:00,36.9,41.5,96.89692,330.4074,29.35,39.58,2.01
17/2/2022 7:00,27.6,34,58.291975,0.3496,17.88,86.45,0.98
17/2/2022 8:00,53.2,34.5,110.0870375,104.5429,20.62,76.65,0.35
17/2/2022 9:00,106,35.25,211.7216,331.4529,23.36,66.86,0.9
17/2/2022 10:00,88,36,175.906925,513.3636,26.11,57.07,1.74
17/2/2022 11:00,168,36.5,343.18135,657.7935,27.35,52.89,1.74
17/2/2022 12:00,320,38.25,743.934575,754.4352,28.59,48.71,1.74
17/2/2022 13:00,322,40.25,750.4233,658.6821,29.83,44.54,1.75
17/2/2022 14:00,219,41.75,504.482525,511.6545,29.48,45.21,1.66
17/2/2022 15:00,158,41,328.681975,343.4388,29.14,45.89,1.58
17/2/2022 16:00,103,40.75,231.1141,267.899,28.8,46.56,1.51
17/2/2022 17:00,32,40,73.6995825,178.4553,27.38,51.9,1.61
18/2/2022 7:00,16.9,34.25,34.59552,0.4358,19.44,85.05,0.68
18/2/2022 8:00,70.8,34.5,140.4113475,105.6125,22.08,74.85,0.16
18/2/2022 9:00,211,35.75,458.063325,331.8726,24.73,64.65,0.95
18/2/2022 10:00,313,38,723.9366,500.7921,27.37,54.45,1.75
18/2/2022 11:00,323,40.25,745.6693,625.6842,28.41,50.8,1.84
18/2/2022 12:00,349,41.5,777.376375,699.756,29.44,47.14,1.95
18/2/2022 13:00,286,42.75,667.2566,557.3199,30.48,43.49,2.06
18/2/2022 14:00,338,43.5,761.485975,370.1928,29.84,45.41,1.4
18/2/2022 15:00,125,42.75,275.013075,177.6968,29.2,47.32,0.92
18/2/2022 16:00,91,42.25,196.305825,133.4811,28.56,49.24,0.91
18/2/2022 17:00,35,42,78.8545575,85.2385,27.09,55.76,0.83
19/2/2022 7:00,20,34.75,42.7779975,0.1627,20.33,88.85,0.81
19/2/2022 8:00,56.1,35,113.883755,32.6398,21.31,85.21,0.78
19/2/2022 9:00,90.2,35.75,174.7941,101.668,22.29,81.57,0.9
19/2/2022 10:00,90.9,36.5,171.2429,135.4613,23.27,77.93,1.12
19/2/2022 11:00,135,36.25,256.4634,146.1992,22.98,80.42,1.1
19/2/2022 12:00,192.3,37.25,392.30895,136.8056,22.69,82.92,1.09
19/2/2022 13:00,321.9,37.25,656.9794,163.541,22.4,85.41,1.08
19/2/2022 14:00,270.6,38.5,622.629325,178.7621,22.98,82.81,0.94
19/2/2022 15:00,73.4,38.25,153.135085,178.4571,23.57,80.21,0.88
19/2/2022 16:00,11.3,36.75,24.3346925,236.5991,24.16,77.62,0.89
19/2/2022 17:00,21,35.25,42.049755,229.0514,23.29,82.17,0.69
20/2/2022 7:00,17.9,33,36.8129695,0.6674,17.98,93.28,1.23
20/2/2022 8:00,82.7,33.5,164.3450925,112.8361,20.65,80.4,0.78
20/2/2022 9:00,163.5,34.5,336.92995,348.4323,23.31,67.51,0.9
20/2/2022 10:00,338.3,36,758.638475,559.2288,25.97,54.62,1.47
20/2/2022 11:00,380.3,38.25,885.646925,743.5872,28.04,43.59,1.98
20/2/2022 12:00,398.1,40.5,927.70485,884.4666,30.11,32.56,2.49
20/2/2022 13:00,380.3,42.5,880.050125,930.6333,32.18,21.53,3.01
20/2/2022 14:00,337.8,43.25,769.864875,909.0132,32.2,20.42,3.07
20/2/2022 15:00,266.8,43,595.2344,820.7472,32.21,19.32,3.48
20/2/2022 16:00,169,42.25,389.0523,639.9309,32.23,18.22,4.14
20/2/2022 17:00,55.5,42,154.059695,427.0206,29.26,24.48,3.5
21/2/2022 7:00,41.6,30,94.6467275,0.8158,15.36,45.82,1.03
21/2/2022 8:00,148.1,30.5,320.409475,121.1128,18.36,40.43,0.25
21/2/2022 9:00,250,32.25,541.884625,364.5351,21.36,35.03,0.55
21/2/2022 10:00,326,35.5,724.231175,577.5321,24.36,29.64,1.34
21/2/2022 11:00,364,38,832.7881,760.9212,25.97,27.94,1.55
21/2/2022 12:00,399,39.75,912.1254,898.2639,27.58,26.25,1.81
21/2/2022 13:00,292,41.5,677.38645,931.9428,29.18,24.55,2.1
21/2/2022 14:00,318,42,716.621525,897.6651,29.59,24.18,2.54
21/2/2022 15:00,238,42.5,533.325775,799.1949,29.99,23.81,3
21/2/2022 16:00,129,42,285.118475,564.5934,30.4,23.44,3.47
21/2/2022 17:00,26,40.75,60.4030525,333.7761,28.17,32.61,2.89
22/2/2022 7:00,35.6,32,76.5225525,0.9916,18.39,82.28,0.91
22/2/2022 8:00,59,31.75,116.7066875,96.2198,20.15,75.24,1.22
22/2/2022 9:00,95,33.5,189.7926,287.2681,21.91,68.21,1.78
22/2/2022 10:00,167,34.25,335.023425,462.0432,23.67,61.18,2.41
22/2/2022 11:00,355,36.5,809.3044,617.7645,25.32,53.31,2.47
22/2/2022 12:00,369,38.5,828.099525,739.3803,26.97,45.44,2.53
22/2/2022 13:00,365,40.25,832.894475,741.4056,28.62,37.57,2.6
22/2/2022 14:00,315,40.5,708.3408,688.9974,29.31,34.58,2.5
22/2/2022 15:00,238,41.25,528.5881,590.6808,30,31.59,2.4
22/2/2022 16:00,143,40.75,321.309575,460.1505,30.68,28.6,2.31
22/2/2022 17:00,43,39.75,96.52051,306.8178,28.02,36.96,1.8
23/2/2022 7:00,40.4,30.5,90.60459,1.3032,16.77,85.96,0.96
23/2/2022 8:00,146.4,31.75,310.426875,118.4534,19.54,74.63,0.12
23/2/2022 9:00,237,32,517.4354,362.1723,22.31,63.3,0.79
23/2/2022 10:00,286,35.25,613.530375,572.79,25.08,51.98,1.66
23/2/2022 11:00,320,37.75,710.18185,754.908,26.47,46.32,1.83
23/2/2022 12:00,396,40,927.10755,892.0572,27.86,40.66,1.99
23/2/2022 13:00,379,41.75,881.72755,919.5375,29.25,35,2.16
23/2/2022 14:00,93,42.5,754.342675,880.17,29.64,32.98,2.29
23/2/2022 15:00,256,42.25,573.313525,778.8924,30.03,30.95,2.43
23/2/2022 16:00,155,41,351.7075,614.5446,30.42,28.93,2.58
23/2/2022 17:00,48,40.75,121.8861975,415.7763,28.08,34.4,1.62
24/2/2022 7:00,26.2,31,52.9979125,1.4674,16.54,80.55,0.89
24/2/2022 8:00,119.5,31.25,242.8804975,120.4376,19.21,70.98,0.25
24/2/2022 9:00,244,33.75,527.614375,366.6906,21.87,61.42,0.91
24/2/2022 10:00,296,36,679.74305,577.2588,24.54,51.86,1.76
24/2/2022 11:00,365,37.75,861.369525,758.2719,25.97,46.8,1.84
24/2/2022 12:00,396,40.5,887.520725,893.5929,27.4,41.73,1.94
24/2/2022 13:00,399,41.75,935.54365,927.7884,28.83,36.67,2.06
24/2/2022 14:00,343,42,784.986075,894.8277,29.03,35.3,2.3
24/2/2022 15:00,264,41.75,587.305575,798.2145,29.24,33.94,2.55
24/2/2022 16:00,155,40.75,355.561425,620.3529,29.44,32.57,2.79
24/2/2022 17:00,48,40.75,120.60154,413.1714,27.17,38.88,2.25
25/2/2022 7:00,45.8,30,108.86787,1.7128,16.15,76.75,1.02
25/2/2022 8:00,153.6,31.25,330.154825,124.9876,19.11,67.3,0.28
25/2/2022 9:00,256,31.75,555.14025,373.9146,22.06,57.84,0.58
25/2/2022 10:00,329,35.75,736.75855,588.1335,25.02,48.39,1.35
25/2/2022 11:00,370,38.75,849.709475,772.6848,26.63,42.64,1.57
25/2/2022 12:00,393,40.25,917.722225,911.0412,28.23,36.89,1.8
25/2/2022 13:00,377,42.25,875.721575,950.2578,29.84,31.14,2.03
25/2/2022 14:00,330,43,748.11585,920.9406,30.04,29.34,2.21
25/2/2022 15:00,249,42.5,577.822075,825.7134,30.24,27.53,2.39
25/2/2022 16:00,170,42.25,376.14035,642.5205,30.45,25.73,2.57
25/2/2022 17:00,49,41.5,123.9481725,428.838,28.08,29.94,1.68
26/2/2022 7:00,41.6,30.25,96.91327,1.9515,16.86,66.28,1.11
26/2/2022 8:00,141.6,31.25,304.44545,128.0819,19.95,57.94,0.37
26/2/2022 9:00,242.5,32.75,525.06145,377.8701,23.04,49.61,0.6
26/2/2022 10:00,317.4,36,706.131525,592.3734,26.12,41.27,1.37
26/2/2022 11:00,364.8,38.5,839.358625,776.5827,27.94,36.02,1.53
26/2/2022 12:00,379.5,41,887.5698,914.1336,29.75,30.78,1.69
26/2/2022 13:00,359.5,42.25,832.5672,954.048,31.56,25.53,1.84
26/2/2022 14:00,313,43.5,711.695625,925.3311,31.74,24.11,2.24
26/2/2022 15:00,240.3,43.75,538.333475,830.4681,31.91,22.7,2.64
26/2/2022 16:00,135.5,42.75,309.674075,646.4742,32.09,21.28,3.05
26/2/2022 17:00,41.7,41.75,102.7228525,431.9793,29.5,25.16,1.85
27/2/2022 7:00,40,30.5,92.3883625,2.2133,17.78,57.02,0.89
27/2/2022 8:00,138.1,31.75,297.105775,130.9116,20.95,49.27,0.09
27/2/2022 9:00,238.6,34,515.5534,380.0982,24.13,41.53,0.75
27/2/2022 10:00,313.9,36,697.801775,594.2475,27.31,33.78,1.57
27/2/2022 11:00,359.4,38.75,827.4286,777.8055,28.87,30.7,1.75
27/2/2022 12:00,372.1,41.5,868.3737,914.5467,30.44,27.62,1.94
27/2/2022 13:00,362,43.5,839.227725,952.4766,32,24.54,2.14
27/2/2022 14:00,309.6,44.5,707.088875,922.0149,32.16,23.98,2.37
27/2/2022 15:00,232.5,44.25,521.42845,826.0392,32.31,23.42,2.6
27/2/2022 16:00,133.2,43.75,304.1509,643.2528,32.47,22.87,2.84
27/2/2022 17:00,43.8,42.5,106.80588,430.3059,30.01,27.65,1.78
28/2/2022 7:00,32.6,32,73.20863,2.4521,18.5,54.27,1.22
28/2/2022 8:00,133.7,32,276.2241,131.8528,21.74,46.42,0.39
28/2/2022 9:00,177,34.5,370.559925,377.7498,24.97,38.58,0.51
28/2/2022 10:00,248,36.5,535.232275,589.9473,28.2,30.73,1.34
28/2/2022 11:00,345,38.75,813.94385,772.1328,29.78,27.56,1.68
28/2/2022 12:00,359,41.75,832.927225,908.1495,31.35,24.38,2.03
28/2/2022 13:00,361,43.75,856.37,944.451,32.92,21.21,2.38
28/2/2022 14:00,269,45,612.098475,913.0749,33.19,20.29,2.51
28/2/2022 15:00,181,44.5,399.812275,817.1334,33.46,19.38,2.63
28/2/2022 16:00,99,43.5,224.23265,633.378,33.73,18.46,2.75
28/2/2022 17:00,34,42.5,73.3968325,421.8249,31.14,22.14,1.38
1/3/2022 7:00,41,32,95.6613675,2.5891,18.79,34.41,1.1
1/3/2022 8:00,135.6,32.25,295.215675,124.2333,22.03,30.12,0.38
1/3/2022 9:00,235,34.75,509.858425,335.292,25.27,25.83,0.43
1/3/2022 10:00,306,37,681.395925,550.1478,28.51,21.54,1.16
1/3/2022 11:00,352,39.5,804.1494,753.7683,30.35,19.42,1.44
1/3/2022 12:00,364,42,845.7246,924.0261,32.19,17.3,1.73
1/3/2022 13:00,351,44.25,816.030425,964.3095,34.03,15.17,2.02
1/3/2022 14:00,313,45.5,715.3695,935.7507,34.14,15.03,2.19
1/3/2022 15:00,237,45.5,531.803825,840.6132,34.25,14.88,2.39
1/3/2022 16:00,128,45.5,296.614825,656.6811,34.36,14.74,2.62
1/3/2022 17:00,35,43.75,87.4297875,440.9235,31.74,18.91,1.47
2/3/2022 7:00,52.1,32,114.27649,3.3224,19.53,42.69,1.34
2/3/2022 8:00,94.6,34.75,194.955725,135.273,22.79,39.09,0.42
2/3/2022 9:00,150,34.75,308.684025,382.1064,26.05,35.49,0.54
2/3/2022 10:00,267,36.5,568.003075,592.2216,29.31,31.88,1.46
2/3/2022 11:00,341,39.25,781.058475,772.3065,30.9,29.45,1.6
2/3/2022 12:00,353,42,827.73135,906.3795,32.49,27.02,1.76
2/3/2022 13:00,340,44.25,792.1212,929.7186,34.07,24.59,1.94
2/3/2022 14:00,305,45.25,699.4955,886.5774,34.21,23.97,2.03
2/3/2022 15:00,212,45.75,488.46945,782.5119,34.34,23.34,2.13
2/3/2022 16:00,72,44.75,157.954575,586.7385,34.47,22.71,2.22
2/3/2022 17:00,27,43.75,58.4638125,376.1151,32.2,27.33,1.7
3/3/2022 7:00,31.3,33.25,66.9981325,3.6624,20.78,50.33,1.22
3/3/2022 8:00,136.5,34.25,300.566975,137.7837,23.93,43.97,0.31
3/3/2022 9:00,232,36.5,510.161175,383.8506,27.08,37.61,0.59
3/3/2022 10:00,306,38.75,690.920275,594.3795,30.22,31.25,1.5
3/3/2022 11:00,350,41.5,815.55585,775.1505,31.76,28.43,1.76
3/3/2022 12:00,371,43.75,872.8004,910.0623,33.3,25.62,2.04
3/3/2022 13:00,350,45.75,818.927,869.7297,34.84,22.8,2.31
3/3/2022 14:00,307,46.25,707.0316,766.2843,34.58,23.08,1.92
3/3/2022 15:00,234,46.75,528.080775,618.4998,34.31,23.35,1.53
3/3/2022 16:00,129,45.75,299.315075,513.6531,34.05,23.63,1.17
3/3/2022 17:00,42,45,104.2693075,367.9473,32.13,26.35,0.53
4/3/2022 7:00,40.9,32.75,94.2048775,4.0332,21.11,56.62,0.97
4/3/2022 8:00,133.3,33.75,290.06885,141.1854,24.22,48.77,0.24
4/3/2022 9:00,228,35.5,501.242275,388.9851,27.34,40.92,0.65
4/3/2022 10:00,299,38.5,671.97785,600.2061,30.45,33.08,1.42
4/3/2022 11:00,341,41.25,786.38525,780.8778,32.03,30.03,1.75
4/3/2022 12:00,359,44,842.124325,915.0597,33.62,26.98,2.09
4/3/2022 13:00,344,45.5,808.37975,917.9556,35.21,23.93,2.42
4/3/2022 14:00,294,47,679.783975,855.1815,35.38,23.21,2.41
4/3/2022 15:00,218,47,501.5123,736.5543,35.55,22.48,2.41
4/3/2022 16:00,125,46.5,290.2243,529.0071,35.73,21.76,2.41
4/3/2022 17:00,47,44.75,114.79198,321.5781,33.75,24.71,1.28
5/3/2022 7:00,41.7,33.5,98.9425375,4.4511,21.61,54.86,1.22
5/3/2022 8:00,135.5,33.75,300.427875,144.4546,25.01,46.51,0.53
5/3/2022 9:00,240.2,37,530.159125,391.9935,28.41,38.16,0.18
5/3/2022 10:00,311.8,39.25,707.113425,603.4839,31.8,29.81,0.87
5/3/2022 11:00,358.9,42,838.998625,784.1853,33.4,26.8,1.38
5/3/2022 12:00,376.6,44.75,894.336725,918.2046,35,23.78,1.88
5/3/2022 13:00,363.2,46.75,853.915275,926.5896,36.59,20.76,2.39
5/3/2022 14:00,313.5,47,724.574825,868.9401,36.48,20.56,1.97
5/3/2022 15:00,234.8,47.25,535.469575,753.9303,36.36,20.36,1.59
5/3/2022 16:00,139.9,46.25,324.451625,552.0732,36.25,20.16,1.31
5/3/2022 17:00,54.1,46,133.6853075,344.3469,33.92,23.59,0.9
6/3/2022 7:00,50.8,33,121.738925,4.9264,21.63,48.51,1.32
6/3/2022 8:00,156.4,34.25,348.07445,150.9431,24.97,41.43,0.51
6/3/2022 9:00,256,37,567.553075,396.7347,28.31,34.34,0.63
6/3/2022 10:00,327.3,39.75,745.17825,608.1786,31.65,27.25,1.46
6/3/2022 11:00,370.2,42.5,873.29955,789.0273,33.19,24.7,1.84
6/3/2022 12:00,380.3,45,906.585875,923.2509,34.74,22.14,2.23
6/3/2022 13:00,362.2,47,862.5314,959.5494,36.29,19.58,2.61
6/3/2022 14:00,322,48,756.33105,928.1319,36.52,18.9,2.79
6/3/2022 15:00,250.8,48.25,578.378475,831.7674,36.76,18.21,2.98
6/3/2022 16:00,138.3,47.75,325.51535,624.1989,36.99,17.52,3.17
6/3/2022 17:00,22.1,46.25,51.80327,401.1828,34.47,21.16,1.92
7/3/2022 7:00,44.4,35.25,105.324865,5.6217,22.15,50.23,1.22
7/3/2022 8:00,134.9,36,300.1906,148.1099,25.25,43.86,0.37
