Datetime,P,I,T,I_NCEP,T_NCEP,H_NCEP,W_NCEP
2022-04-22 10:00:00+07:00,540,725.1337,38,678.8763,30.62,45.34,1.14
2022-04-22 11:00:00+07:00,672,965.4921,40,778.8582,30.96,44.27,1.52
2022-04-22 12:00:00+07:00,704,1002.443,41,822.318,31.3,43.2,1.9
2022-04-22 13:00:00+07:00,696,1016.397,43,744.0234,31.64,42.13,2.28
2022-04-22 14:00:00+07:00,380,718.8684,44,619.9329,30.85,44.13,1
2022-04-22 15:00:00+07:00,256,360.0393,43,470.3367,30.06,46.13,0.34
2022-04-22 16:00:00+07:00,364,516.9559,43,299.0965,29.28,48.13,1.61
2022-04-22 17:00:00+07:00,164,244.7727,44,152.7525,28.18,52.03,1.46
2022-04-23 07:00:00+07:00,128,167.3112,36,71.7779,23.6,70.13,0.66
2022-04-23 08:00:00+07:00,320,412.4398,36,284.175,26.11,61.73,0.2
2022-04-23 09:00:00+07:00,484,645.6075,38,530.391,28.62,53.33,0.75
2022-04-23 10:00:00+07:00,600,824.8084,40,727.4838,31.14,44.92,1.42
2022-04-23 11:00:00+07:00,668,957.1622,42,887.9181,32.08,41.76,1.76
2022-04-23 12:00:00+07:00,696,1020.099,43,998.3178,33.03,38.6,2.1
2022-04-23 13:00:00+07:00,684,1002.229,44,944.1072,33.97,35.43,2.43
2022-04-23 14:00:00+07:00,624,907.5385,45,831.2157,33.46,36.2,1.76
2022-04-23 15:00:00+07:00,508,723.6385,45,676.779,32.94,36.97,1.21
2022-04-23 16:00:00+07:00,200,237.7954,46,407.9655,32.42,37.75,1.02
2022-04-23 17:00:00+07:00,84,109.4998,44,187.5039,31.12,41.44,1.02
2022-04-24 07:00:00+07:00,116,150.6512,38,72.3965,24.54,68.14,0.93
2022-04-24 08:00:00+07:00,296,385.9548,38,284.8639,27.27,59.03,0.47
2022-04-24 09:00:00+07:00,468,620.3328,40,525.4335,30.01,49.92,0.55
2022-04-24 10:00:00+07:00,560,806.7958,42,711.6558,32.74,40.81,1.05
2022-04-24 11:00:00+07:00,548,717.0885,43,859.1883,33.67,38.18,1.53
2022-04-24 12:00:00+07:00,684,940.6445,44,956.4393,34.61,35.56,2.06
2022-04-24 13:00:00+07:00,652,971.2592,45,804.957,35.54,32.94,2.6
2022-04-24 14:00:00+07:00,616,851.3646,45,605.4723,34.26,36.71,1.25
2022-04-24 15:00:00+07:00,512,721.7875,46,392.3007,32.98,40.48,0.74
2022-04-24 16:00:00+07:00,348,493.5323,46,260.7971,31.7,44.26,1.92
2022-04-24 17:00:00+07:00,124,209.4593,47,143.7936,30.68,46.92,1.64
2022-04-25 07:00:00+07:00,110.4,144.8132,37,76.3012,25.33,64.46,0.86
2022-04-25 08:00:00+07:00,288,375.0618,40,288.791,28.1,55.96,0.26
2022-04-25 09:00:00+07:00,452,609.5822,40,535.3215,30.87,47.46,0.59
2022-04-25 10:00:00+07:00,580,798.9642,42,731.9169,33.64,38.96,1.26
2022-04-25 11:00:00+07:00,644,925.2663,44,892.0215,34.74,35.51,1.83
2022-04-25 12:00:00+07:00,672,980.0162,45,1002.2001,35.85,32.06,2.41
2022-04-25 13:00:00+07:00,660,968.1264,46,877.2498,36.95,28.61,3
2022-04-25 14:00:00+07:00,592,858.769,47,699.3954,36.03,30.3,2.14
2022-04-25 15:00:00+07:00,484,696.0144,48,498.3948,35.11,31.98,1.27
2022-04-25 16:00:00+07:00,336,475.8756,47,314.1861,34.2,33.67,0.41
2022-04-25 17:00:00+07:00,156,216.2229,46,158.0196,32.99,35.75,0.31
2022-04-26 07:00:00+07:00,53.2,65.71413,39,77.2504,25.66,63.94,1
2022-04-26 08:00:00+07:00,147.2,376.6637,35,288.2027,28.65,54.68,0.59
2022-04-26 09:00:00+07:00,436,578.4694,41,531.8217,31.65,45.43,0.64
2022-04-26 10:00:00+07:00,560,774.6863,42,651.7329,34.64,36.18,1.1
2022-04-26 11:00:00+07:00,628,897.6422,44,707.5998,34.45,36.37,1.32
2022-04-26 12:00:00+07:00,656,960.0812,46,702.7377,34.25,36.56,1.54
2022-04-26 13:00:00+07:00,644,940.6447,47,513.4608,34.06,36.75,1.76
2022-04-26 14:00:00+07:00,596,870.8011,46,295.2641,32.59,40.77,1.55
2022-04-26 15:00:00+07:00,296,458.8597,48,87.3629,31.13,44.78,1.41
2022-04-26 16:00:00+07:00,224,287.6328,46,196.8938,29.66,48.79,1.35
2022-04-26 17:00:00+07:00,152,223.6985,45,232.3562,29.34,49.44,1.12
2022-04-27 07:00:00+07:00,113.6,144.5284,37,78.8359,25.31,61.73,0.94
2022-04-27 08:00:00+07:00,284,366.7318,38,290.2736,28.32,53.12,0.38
2022-04-27 09:00:00+07:00,304,364.6671,39,533.6727,31.33,44.51,0.43
2022-04-27 10:00:00+07:00,528,716.8749,41,717.72,34.34,35.9,1
2022-04-27 11:00:00+07:00,636,913.0917,43,861.6246,35.36,33.3,1.75
2022-04-27 12:00:00+07:00,644,922.0624,44,954.4641,36.38,30.7,2.54
2022-04-27 13:00:00+07:00,640,944.0621,45,798.8679,37.41,28.1,3.34
2022-04-27 14:00:00+07:00,572,826.1611,46,595.9866,35.74,31.71,1.65
2022-04-27 15:00:00+07:00,300,402.3299,47,380.6487,34.08,35.32,0.26
2022-04-27 16:00:00+07:00,324,462.562,47,332.3847,32.42,38.93,1.78
2022-04-27 17:00:00+07:00,156,233.7372,47,254.2287,31.47,40.99,1.43
2022-04-28 07:00:00+07:00,113.6,149.0137,38,80.2737,26.07,57.76,0.98
2022-04-28 08:00:00+07:00,286,371.0748,39,291.4827,29.12,49.6,0.33
2022-04-28 09:00:00+07:00,440,592.0679,40,533.5422,32.16,41.45,0.59
2022-04-28 10:00:00+07:00,560,783.4434,42,727.4817,35.21,33.3,1.3
2022-04-28 11:00:00+07:00,628,913.8036,44,885.3198,36.23,30.6,1.84
2022-04-28 12:00:00+07:00,652,957.7318,46,993.8487,37.26,27.9,2.43
2022-04-28 13:00:00+07:00,644,953.3176,47,916.0506,38.28,25.21,3.02
2022-04-28 14:00:00+07:00,588,866.3158,48,782.4135,37.54,26.32,2.03
2022-04-28 15:00:00+07:00,460,638.915,49,613.9479,36.8,27.44,1.17
2022-04-28 16:00:00+07:00,212,326.4348,48,439.0557,36.06,28.55,0.94
2022-04-28 17:00:00+07:00,80,107.3639,46,269.961,34.27,32.61,1.12
2022-04-29 07:00:00+07:00,124.4,148.6577,36,61.5376,24.74,72.1,0.73
2022-04-29 08:00:00+07:00,324.4,408.524,37,226.0972,27.39,62.59,0.4
2022-04-29 09:00:00+07:00,224,282.9339,39,420.186,30.03,53.08,0.07
2022-04-29 10:00:00+07:00,648,884.6844,42,599.5029,32.67,43.57,0.27
2022-04-29 11:00:00+07:00,628,883.7589,39,760.4928,34.23,39.17,0.75
2022-04-29 12:00:00+07:00,616,922.9168,42,886.8246,35.78,34.77,1.29
2022-04-29 13:00:00+07:00,660,985.5696,44,905.811,37.33,30.38,1.83
2022-04-29 14:00:00+07:00,548,781.5211,45,868.0497,36.59,32.01,2
2022-04-29 15:00:00+07:00,460,623.2518,46,776.3385,35.85,33.64,2.28
2022-04-29 16:00:00+07:00,120,157.8421,44,599.2635,35.11,35.28,2.63
2022-04-29 17:00:00+07:00,164,241.3552,45,405.2844,33.28,40.57,1.73
2022-04-30 07:00:00+07:00,112,141.8229,38,70.1891,24.19,79.72,0.65
2022-04-30 08:00:00+07:00,276,357.6899,38,245.337,26.37,70.28,0.11
2022-04-30 09:00:00+07:00,272,355.8388,39,435.3099,28.54,60.83,0.63
2022-04-30 10:00:00+07:00,576,795.1196,41,564.2007,30.72,51.38,1.25
2022-04-30 11:00:00+07:00,624,842.6074,44,653.9274,29.97,55.27,0.47
2022-04-30 12:00:00+07:00,736,1073.853,45,699.8214,29.23,59.16,1.23
2022-04-30 13:00:00+07:00,584,840.1155,46,602.5176,28.48,63.06,2.33
2022-04-30 14:00:00+07:00,604,875.9985,46,469.6239,28.21,61.24,2.13
2022-04-30 15:00:00+07:00,484,676.1506,46,323.3958,27.94,59.43,2.04
2022-04-30 16:00:00+07:00,80,137.1239,47,309.9258,27.67,57.62,2.1
2022-04-30 17:00:00+07:00,40,53.11239,45,255.8656,26.47,63.39,1.23
2022-05-01 07:00:00+07:00,112,141.1109,35,73.4495,22.18,84.29,1.01
2022-05-01 08:00:00+07:00,296,348.5768,36,263.7363,24.82,73,0.51
2022-05-01 09:00:00+07:00,504,675.0115,38,493.3845,27.46,61.71,0.55
2022-05-01 10:00:00+07:00,408,539.6675,39,684.396,30.1,50.42,1.07
2022-05-01 11:00:00+07:00,656,840.1868,40,847.7331,31.42,45.27,1.45
2022-05-01 12:00:00+07:00,712,1035.549,42,968.1672,32.73,40.12,1.88
2022-05-01 13:00:00+07:00,620,872.3675,43,955.3581,34.05,34.97,2.34
2022-05-01 14:00:00+07:00,616,876.1409,42,883.5201,33.92,35.09,2.2
2022-05-01 15:00:00+07:00,500,704.4156,43,761.5662,33.79,35.22,2.11
2022-05-01 16:00:00+07:00,328,461.6364,44,558.4707,33.66,35.34,2.08
2022-05-01 17:00:00+07:00,44,58.59451,43,355.0872,31.4,43.19,1.14
2022-05-02 07:00:00+07:00,11.6,14.23925,34,60.5545,22.83,84.21,0.29
2022-05-02 08:00:00+07:00,136,146.5219,34,239.2319,24.6,77.36,0.25
2022-05-02 09:00:00+07:00,328,406.1033,35,479.0352,26.37,70.51,0.77
2022-05-02 10:00:00+07:00,564,685.691,36,592.9056,28.14,63.65,1.3
2022-05-02 11:00:00+07:00,272,346.6545,37,654.0909,28.69,60.36,1.49
2022-05-02 12:00:00+07:00,360,445.1901,38,663.3999,29.23,57.07,1.72
2022-05-02 13:00:00+07:00,700,1006.288,37,739.365,29.77,53.78,1.98
2022-05-02 14:00:00+07:00,460,481.6425,40,768.0921,29.36,54.61,2.2
2022-05-02 15:00:00+07:00,508,647.6722,42,740.523,28.95,55.43,2.57
2022-05-02 16:00:00+07:00,304,386.8091,41,601.2405,28.54,56.25,3.03
2022-05-02 17:00:00+07:00,176,278.5197,41,429.6534,26.93,61.68,2.48
2022-05-03 07:00:00+07:00,26.8,33.60462,34,7.8149,21.37,87.29,0.18
2022-05-03 08:00:00+07:00,60.4,66.78207,35,34.0164,21.86,85.03,0.21
2022-05-03 09:00:00+07:00,384,444.9765,36,72.1621,22.35,82.78,0.25
2022-05-03 10:00:00+07:00,592,734.5316,38,204.8755,22.84,80.52,0.31
2022-05-03 11:00:00+07:00,600,940.0039,38,371.6991,25.06,70.44,0.27
2022-05-03 12:00:00+07:00,604,966.5601,40,547.5216,27.29,60.36,0.69
2022-05-03 13:00:00+07:00,448,559.6736,40,526.0542,29.52,50.27,1.15
2022-05-03 14:00:00+07:00,476,721.7874,41,472.4685,28.4,53.62,1.06
2022-05-03 15:00:00+07:00,556,774.259,41,394.3188,27.29,56.98,1.15
2022-05-03 16:00:00+07:00,112,144.3148,41,329.4642,26.18,60.33,1.39
2022-05-03 17:00:00+07:00,60,79.88218,40,242.3865,25.38,63.66,0.86
2022-05-04 07:00:00+07:00,108,131.1434,36,77.0599,21.37,82.14,0.6
2022-05-04 08:00:00+07:00,288,413.0094,37,252.3173,23.35,73.21,0.36
2022-05-04 09:00:00+07:00,532,721.7874,38,447.2796,25.33,64.27,0.8
2022-05-04 10:00:00+07:00,300,425.8247,42,629.9373,27.32,55.34,1.38
2022-05-04 11:00:00+07:00,372,656.9988,40,791.6652,28.43,51.48,1.55
2022-05-04 12:00:00+07:00,748,1102.616,40,916.419,29.54,47.62,1.75
2022-05-04 13:00:00+07:00,572,881.9789,42,839.0313,30.66,43.76,1.98
2022-05-04 14:00:00+07:00,680,962.6443,43,711.321,29.99,45.99,2.02
2022-05-04 15:00:00+07:00,516,743.0039,43,553.2903,29.32,48.23,2.06
2022-05-04 16:00:00+07:00,372,526.3538,44,355.8444,28.65,50.47,2.11
2022-05-04 17:00:00+07:00,184,269.0506,43,185.9143,27.51,55.47,1.74
2022-05-05 07:00:00+07:00,151.2,198.2103,36,64.4347,22.71,76.39,0.64
2022-05-05 08:00:00+07:00,336.4,431.9476,38,216.9818,24.76,68.25,0.33
2022-05-05 09:00:00+07:00,488,653.2966,38,395.298,26.81,60.11,0.67
2022-05-05 10:00:00+07:00,616,855.2092,40,596.7612,28.86,51.96,1.2
2022-05-05 11:00:00+07:00,680,981.4401,41,794.4072,30.15,47.46,1.34
2022-05-05 12:00:00+07:00,708,1039.892,43,965.3157,31.43,42.96,1.5
2022-05-05 13:00:00+07:00,700,1032.203,43,884.088,32.72,38.45,1.66
2022-05-05 14:00:00+07:00,644,930.8196,43,749.9175,31.77,41.01,1.86
2022-05-05 15:00:00+07:00,256,341.7419,44,583.7802,30.83,43.56,2.07
2022-05-05 16:00:00+07:00,280,398.5565,44,388.7781,29.88,46.12,2.28
2022-05-05 17:00:00+07:00,76,104.1601,43,215.5287,28.58,51.08,1.64
2022-05-06 07:00:00+07:00,135.2,166.4568,36,82.3799,23.19,73.08,0.71
2022-05-06 08:00:00+07:00,292.4,390.5826,38,279.1561,25.6,64.36,0.32
2022-05-06 09:00:00+07:00,288,387.2363,39,513.4596,28.01,55.65,0.71
2022-05-06 10:00:00+07:00,592,847.5912,40,694.7598,30.42,46.94,1.31
2022-05-06 11:00:00+07:00,508,888.3154,42,842.2875,31.05,44.98,1.65
2022-05-06 12:00:00+07:00,552,808.7181,43,943.6656,31.69,43.03,2.03
2022-05-06 13:00:00+07:00,796,1099.199,44,816.1926,32.32,41.08,2.43
2022-05-06 14:00:00+07:00,304,404.3946,44,640.9143,31.18,45.6,2.31
2022-05-06 15:00:00+07:00,144,185.1102,44,446.8314,30.03,50.13,2.18
2022-05-06 16:00:00+07:00,60,74.32887,42,379.641,28.89,54.65,2.05
2022-05-06 17:00:00+07:00,64,90.49043,41,284.2233,27.7,59.04,1.45
2022-05-07 07:00:00+07:00,48,56.17383,34,78.3678,22.33,90.64,0.77
2022-05-07 08:00:00+07:00,192,238.721,36,269.1818,23.86,84.12,0.48
2022-05-07 09:00:00+07:00,208,257.944,36,502.2543,25.39,77.6,0.82
2022-05-07 10:00:00+07:00,408,542.4441,38,662.0601,26.92,71.08,1.39
2022-05-07 11:00:00+07:00,372,521.8684,38,782.7714,27.01,71.82,1.56
2022-05-07 12:00:00+07:00,812,1049.005,40,856.0095,27.1,72.56,1.87
2022-05-07 13:00:00+07:00,604,771.3401,41,898.0815,27.19,73.3,2.28
2022-05-07 14:00:00+07:00,684,1019.744,42,884.1978,27.92,67.71,2.03
2022-05-07 15:00:00+07:00,280,353.5605,43,812.6574,28.65,62.12,1.84
2022-05-07 16:00:00+07:00,176,209.5305,41,636.2058,29.38,56.53,1.72
2022-05-07 17:00:00+07:00,36,50.47813,40,438.2889,27.81,64.09,1.48
2022-05-08 07:00:00+07:00,88,109.2862,36,36.4081,22.41,88.66,0.11
2022-05-08 08:00:00+07:00,252,325.7228,36,101.593,22.78,87.26,0.34
2022-05-08 09:00:00+07:00,484,621.116,38,159.6107,23.15,85.86,0.65
2022-05-08 10:00:00+07:00,520,703.7036,38,196.9484,23.52,84.46,0.98
2022-05-08 11:00:00+07:00,632,840.1155,39,217.1126,24.78,78.97,0.97
2022-05-08 12:00:00+07:00,604,893.7975,41,220.3206,26.04,73.48,1
2022-05-08 13:00:00+07:00,728,1007.783,41,378.7551,27.3,67.98,1.08
2022-05-08 14:00:00+07:00,532,744.3567,42,510.9789,26.98,71.27,0.96
2022-05-08 15:00:00+07:00,480,720.5059,43,590.4267,26.65,74.56,0.93
2022-05-08 16:00:00+07:00,152,247.9765,42,429.9552,26.32,77.85,1
2022-05-08 17:00:00+07:00,160,214.9414,40,271.5988,25.47,80.54,0.49
2022-05-09 07:00:00+07:00,46.8,61.51355,35,33.7981,21.83,94.58,0.75
2022-05-09 08:00:00+07:00,369.2,501.3639,36,131.2472,23.12,89.08,0.64
2022-05-09 09:00:00+07:00,244,320.4543,37,266.5778,24.42,83.57,0.6
2022-05-09 10:00:00+07:00,744,911.7388,46,474.3867,25.71,78.07,0.66
2022-05-09 11:00:00+07:00,604,895.6484,41,705.8493,26.58,74.17,0.87
2022-05-09 12:00:00+07:00,500,647.0314,41,929.9496,27.46,70.28,1.42
2022-05-09 13:00:00+07:00,652,732.8941,42,876.9753,28.33,66.39,2.06
2022-05-09 14:00:00+07:00,464,920.5673,43,771.3009,28.18,67.13,1.86
2022-05-09 15:00:00+07:00,508,783.5145,43,628.512,28.03,67.87,1.68
2022-05-09 16:00:00+07:00,180,301.9432,44,417.9438,27.89,68.62,1.51
2022-05-09 17:00:00+07:00,88,121.4608,42,231.3247,26.76,73.5,1.24
2022-05-10 07:00:00+07:00,28.4,34.0318,36,63.8915,22.54,91.7,0.46
2022-05-10 08:00:00+07:00,215.6,248.5461,36,178.1702,23.8,86.01,0.26
2022-05-10 09:00:00+07:00,268,335.1207,37,283.3705,25.06,80.32,0.1
2022-05-10 10:00:00+07:00,344,501.3639,38,441.6528,26.33,74.63,0.18
2022-05-10 11:00:00+07:00,764,1067.16,39,602.7084,26.51,74.77,0.51
2022-05-10 12:00:00+07:00,696,1078.694,41,747.0474,26.69,74.91,0.86
2022-05-10 13:00:00+07:00,292,341.386,41,827.0199,26.87,75.04,1.21
2022-05-10 14:00:00+07:00,780,1102.687,42,854.9319,27.98,69.09,1.15
2022-05-10 15:00:00+07:00,608,850.795,44,821.6592,29.1,63.13,1.11
2022-05-10 16:00:00+07:00,400,591.712,43,612.4107,30.21,57.18,1.09
2022-05-10 17:00:00+07:00,136,176.709,44,398.7147,28.58,64.19,0.98
2022-05-11 07:00:00+07:00,102.4,129.506,35,33.9478,22.24,92.93,0.53
2022-05-11 08:00:00+07:00,443.2,574.9808,36,143.8779,23.86,85.68,0.16
2022-05-11 09:00:00+07:00,232,311.7683,37,307.4199,25.47,78.44,0.56
2022-05-11 10:00:00+07:00,740,1044.662,38,502.5606,27.09,71.19,1.07
2022-05-11 11:00:00+07:00,728,1099.839,40,709.1793,28.09,67,1.1
2022-05-11 12:00:00+07:00,688,997.0322,41,901.0974,29.1,62.8,1.19
2022-05-11 13:00:00+07:00,600,913.9462,42,904.9437,30.1,58.61,1.34
2022-05-11 14:00:00+07:00,532,733.7484,42,853.4778,30.29,56.88,1.19
2022-05-11 15:00:00+07:00,76,98.89157,43,752.0238,30.48,55.16,1.19
2022-05-11 16:00:00+07:00,200,232.4557,40,538.3557,30.67,53.43,1.33
2022-05-11 17:00:00+07:00,168,353.3469,39,332.7282,28.7,62.83,1.11
2022-05-12 07:00:00+07:00,150,183.6863,36,87.3683,22.85,90.01,0.62
2022-05-12 08:00:00+07:00,250.4,286.2801,37,286.8637,25.24,79.27,0.36
2022-05-12 09:00:00+07:00,592,615.9186,39,528.8028,27.62,68.52,0.34
2022-05-12 10:00:00+07:00,496,646.9602,40,654.4206,30,57.78,0.59
2022-05-12 11:00:00+07:00,580,959.7252,41,725.0136,30.34,56.37,0.63
2022-05-12 12:00:00+07:00,760,1072.002,42,740.5305,30.69,54.97,0.98
2022-05-12 13:00:00+07:00,772,1126.04,43,679.8672,31.03,53.57,1.42
2022-05-12 14:00:00+07:00,692,999.3815,45,578.9004,29.98,58.02,1.3
2022-05-12 15:00:00+07:00,152,196.288,44,453.2214,28.92,62.47,1.31
2022-05-12 16:00:00+07:00,444,605.0256,43,278.2311,27.87,66.93,1.45
2022-05-12 17:00:00+07:00,184,272.1832,44,133.105,26.81,71.67,1.47
2022-05-17 07:00:00+07:00,40.8,43.71449,37,96.5515,23.06,88.76,0.16
2022-05-17 08:00:00+07:00,276,270.0474,37,288.572,24.36,84.42,0.36
2022-05-17 09:00:00+07:00,200,250.6819,37,504.5949,25.66,80.08,0.87
2022-05-17 10:00:00+07:00,288,378.3368,38,681.3723,26.96,75.74,1.38
2022-05-17 11:00:00+07:00,696,1022.307,41,827.0157,28.18,69.01,1.59
2022-05-17 12:00:00+07:00,652,1064.028,42,929.0247,29.4,62.29,1.8
2022-05-17 13:00:00+07:00,676,1080.83,43,878.7891,30.63,55.56,2.01
2022-05-17 14:00:00+07:00,432,446.7564,42,776.2974,29.52,61.87,1.93
2022-05-17 15:00:00+07:00,164,226.9024,42,636.4275,28.41,68.18,1.84
2022-05-17 16:00:00+07:00,192,279.2316,43,507.294,27.31,74.49,1.76
2022-05-17 17:00:00+07:00,52,70.55547,40,357.765,26.08,80.13,1.53
2022-05-18 07:00:00+07:00,53.6,67.49403,36,70.1812,21.91,96.4,0.64
2022-05-18 08:00:00+07:00,267.2,298.5258,37,238.1605,23.05,92.29,0.32
2022-05-18 09:00:00+07:00,104,133.7777,37,457.2048,24.19,88.18,0.8
2022-05-18 10:00:00+07:00,108,130.1467,36,623.4726,25.34,84.07,1.42
2022-05-18 11:00:00+07:00,524,655.8597,37,763.86,25.59,82.73,1.61
2022-05-18 13:00:00+07:00,672,797.3267,41,836.6742,26.09,80.05,2.07
2022-05-18 14:00:00+07:00,176,245.983,40,757.6083,26.44,77.21,1.88
2022-05-18 15:00:00+07:00,304,350.3567,38,639.2463,26.8,74.37,1.68
2022-05-18 16:00:00+07:00,244,325.1532,34,501.0507,27.15,71.53,1.49
2022-05-18 17:00:00+07:00,80,106.6519,39,347.0199,25.81,78.37,1.24
2022-05-19 07:00:00+07:00,127.2,168.9487,37,12.6459,21.87,96.89,0.3
2022-05-19 08:00:00+07:00,26.4,38.44597,39,40.558,22.25,95.78,0.06
2022-05-19 09:00:00+07:00,124,146.1659,36,75.1999,22.63,94.68,0.19
2022-05-19 10:00:00+07:00,344,438.1417,36,271.599,23,93.58,0.44
2022-05-19 11:00:00+07:00,484,814.2714,40,523.296,24.37,88.17,0.82
2022-05-19 12:00:00+07:00,448,529.9136,40,792.4596,25.74,82.77,1.24
2022-05-19 13:00:00+07:00,276,403.7539,41,711.9105,27.11,77.36,1.67
2022-05-19 14:00:00+07:00,96,109.9982,41,589.8768,26.1,82.3,1.51
2022-05-19 15:00:00+07:00,212,272.6104,39,445.5759,25.08,87.24,1.36
2022-05-19 16:00:00+07:00,236,279.0181,41,254.3572,24.07,92.18,1.21
2022-05-19 17:00:00+07:00,116,142.3213,38,102.7345,23.65,92.58,0.79
2022-05-20 07:00:00+07:00,4.8,5.909288,36,21.7909,21.91,97.75,0.88
2022-05-20 08:00:00+07:00,10.4,15.0936,36,56.9266,22.39,96.21,0.77
2022-05-20 09:00:00+07:00,12,17.44308,36,89.3495,22.86,94.68,0.67
2022-05-20 10:00:00+07:00,76,92.8399,35,202.5663,23.34,93.14,0.57
2022-05-20 11:00:00+07:00,60,73.33212,36,339.1689,23.52,93.13,0.58
2022-05-20 12:00:00+07:00,68,79.3838,36,479.6283,23.71,93.11,0.8
2022-05-20 13:00:00+07:00,268,314.6874,36,386.4138,23.9,93.1,1.12
2022-05-20 14:00:00+07:00,340,455.3711,37,271.6263,23.89,92.26,1.02
2022-05-20 15:00:00+07:00,376,514.108,38,154.6165,23.89,91.41,1
2022-05-20 16:00:00+07:00,312,410.9447,38,135.0672,23.89,90.57,1.06
2022-05-20 17:00:00+07:00,96,118.7553,38,104.3583,23.3,92.89,1.27
2022-05-21 07:00:00+07:00,28,37.37803,35,5.3159,21.83,98.37,0.46
2022-05-21 08:00:00+07:00,40,51.75967,36,14.492,21.96,97.91,0.41
2022-05-21 09:00:00+07:00,84,99.17636,35,23.7794,22.1,97.45,0.35
2022-05-21 10:00:00+07:00,72,82.94361,35,41.5887,22.24,96.99,0.3
2022-05-21 11:00:00+07:00,96,113.6292,35,61.2934,22.3,97.18,0.18
2022-05-21 12:00:00+07:00,56,69.84351,36,80.2981,22.36,97.37,0.41
2022-05-21 13:00:00+07:00,76,91.41597,35,74.2481,22.41,97.57,0.7
2022-05-21 14:00:00+07:00,64,78.60065,34,63.8388,22.31,97.5,0.95
2022-05-21 15:00:00+07:00,104,125.8749,35,50.6446,22.2,97.43,1.22
2022-05-21 16:00:00+07:00,68,87.28659,35,38.3048,22.09,97.36,1.48
2022-05-21 17:00:00+07:00,40,51.0477,36,25.4739,21.9,97.09,1.25
2022-05-22 07:00:00+07:00,64,81.94687,36,67.1616,21.34,94.82,0.8
2022-05-22 08:00:00+07:00,252,302.584,36,234.6187,23.69,84.34,0.6
2022-05-22 09:00:00+07:00,528,701.7813,38,462.438,26.05,73.86,0.4
2022-05-22 10:00:00+07:00,388,487.1247,39,621.7488,28.4,63.37,0.21
2022-05-22 11:00:00+07:00,472,631.7242,40,752.4384,29.1,60.86,0.56
2022-05-22 12:00:00+07:00,676,888.6715,41,843.4098,29.8,58.35,1.18
2022-05-22 13:00:00+07:00,284,524.4315,43,758.8122,30.5,55.83,1.81
2022-05-22 14:00:00+07:00,292,460.3549,41,630.1347,30.52,56.16,1.27
2022-05-22 15:00:00+07:00,416,465.5522,42,477.5475,30.53,56.5,0.9
2022-05-22 16:00:00+07:00,352,487.0535,43,425.3226,30.54,56.83,0.96
2022-05-22 17:00:00+07:00,32,53.25478,42,334.5333,28.72,63.49,1.24
2022-05-23 07:00:00+07:00,156.4,175.9259,36,103.1816,23.07,85.2,0.56
2022-05-23 08:00:00+07:00,340,438.64,36,301.53,25.19,76.32,0.34
2022-05-23 09:00:00+07:00,492,658.2092,38,527.9397,27.32,67.44,0.83
2022-05-23 10:00:00+07:00,600,838.1933,40,710.1666,29.44,58.57,1.42
2022-05-23 11:00:00+07:00,676,965.7057,42,860.0208,30.54,54.41,1.56
2022-05-23 12:00:00+07:00,704,1018.605,43,964.7154,31.65,50.26,1.71
2022-05-23 13:00:00+07:00,636,862.5425,44,891.3222,32.75,46.1,1.86
2022-05-23 14:00:00+07:00,556,902.6971,44,765.732,32.18,49.02,1.59
2022-05-23 15:00:00+07:00,504,762.3693,45,606.9327,31.61,51.94,1.32
2022-05-23 16:00:00+07:00,200,237.1547,44,424.9371,31.05,54.85,1.06
2022-05-23 17:00:00+07:00,88,117.6162,42,255.2623,29.03,62.97,0.98
2022-05-24 07:00:00+07:00,124,150.58,36,102.3638,22.98,86.96,0.21
2022-05-24 08:00:00+07:00,413.2,542.4442,37,298.911,24.71,79.7,0.43
2022-05-24 09:00:00+07:00,472,538.9555,38,524.4666,26.45,72.44,0.96
2022-05-24 10:00:00+07:00,656,973.3948,39,688.8678,28.19,65.17,1.49
2022-05-24 11:00:00+07:00,792,1160.285,40,815.4726,28.36,65.78,1.57
2022-05-24 12:00:00+07:00,360,435.365,42,895.0239,28.54,66.39,1.71
2022-05-24 13:00:00+07:00,552,1041.316,43,848.8152,28.71,66.99,1.88
2022-05-24 14:00:00+07:00,140,302.1568,43,752.5188,28.09,70.09,1.54
2022-05-24 15:00:00+07:00,480,499.1568,40,619.9362,27.48,73.19,1.22
2022-05-24 16:00:00+07:00,100,126.1597,39,456.9681,26.86,76.29,0.95
2022-05-24 17:00:00+07:00,80,102.0242,38,294.5163,25.66,80.38,0.83
2022-05-25 07:00:00+07:00,166,194.7217,36,78.2878,22.1,91.06,0.52
2022-05-25 08:00:00+07:00,307.6,383.8189,37,244.4929,24.16,81.24,0.21
2022-05-25 09:00:00+07:00,524,700.2862,36,451.6056,26.23,71.43,0.51
2022-05-25 10:00:00+07:00,368,588.0809,39,600.7212,28.29,61.61,0.96
2022-05-25 11:00:00+07:00,688,1018.534,41,720.0765,28.56,62.24,1.07
2022-05-25 12:00:00+07:00,716,1091.224,43,800.0793,28.83,62.87,1.23
2022-05-25 13:00:00+07:00,580,849.0151,43,802.0422,29.1,63.5,1.42
2022-05-25 14:00:00+07:00,412,610.5789,44,755.8896,28.82,65.46,0.52
2022-05-25 15:00:00+07:00,312,321.5934,42,666.456,28.54,67.42,0.42
2022-05-25 16:00:00+07:00,340,394.7831,42,534.3432,28.25,69.37,1.32
