Datetime,P,T,I,I_NCEP,T_NCEP,H_NCEP,W_NCEP
21/8/2022 10:00,134.248,39.71,502,402.3543,29.5,64.85,3.64
21/8/2022 11:00,133.724,40.88667,506,385.008,29.77,64.72,3.35
21/8/2022 12:00,118.748,41.53333,443,318.6054,30.03,64.59,3.09
21/8/2022 13:00,109.5,40.85,409,323.7348,30.29,64.46,2.86
21/8/2022 14:00,146,45.06,546,307.9422,30.39,64.83,2.57
21/8/2022 15:00,98,43.71,369,272.5846,30.48,65.2,2.3
21/8/2022 16:00,18.752,35.99667,74,241.4672,30.57,65.57,2.05
21/8/2022 17:00,6.372,25.91,23,184.9022,28.98,73.89,1.86
22/8/2022 7:00,25.848,28.63333,99,20.2321,25.86,83.86,1.6
22/8/2022 8:00,51.2,32.64333,194,98.9725,26.79,79.58,1.62
22/8/2022 9:00,149.276,42.07667,577,207.722,27.73,75.3,1.68
22/8/2022 10:00,201.6,46.25,774,338.1648,28.66,71.02,1.77
22/8/2022 11:00,204.948,42.72333,756,473.5023,29.6,66.38,2.19
22/8/2022 12:00,248.9,56.76,1002,596.4648,30.53,61.74,2.66
22/8/2022 13:00,153,44.08333,568,518.7744,31.47,57.09,3.16
22/8/2022 14:00,73.6,42.01333,282,409.212,30.64,61.42,3.17
22/8/2022 15:00,99,36.91333,353,286.5573,29.82,65.75,3.33
22/8/2022 16:00,125.624,45.01333,522,183.3929,29,70.08,3.64
22/8/2022 17:00,53.5,37.41333,307,94.5503,28.46,73.1,3.23
23/8/2022 7:00,38.228,28.94333,172,56.0067,25.22,83.99,1.66
23/8/2022 8:00,103.168,35.68,425,249.5437,26.75,77.47,1.87
23/8/2022 9:00,165.624,42.76333,655,483.5262,28.27,70.95,2.1
23/8/2022 10:00,209.376,47.51333,819,677.4243,29.8,64.43,2.35
23/8/2022 11:00,214,50.57333,847,840.9633,30.95,60.25,2.2
23/8/2022 12:00,249.7,57.51,997,959.0343,32.1,56.07,2.06
23/8/2022 13:00,162,52.48333,618,931.0377,33.25,51.9,1.96
23/8/2022 14:00,183.5,52.56667,745,843.6348,32.99,53.21,2.02
23/8/2022 15:00,174.5,50.06,699,708.8793,32.74,54.51,2.67
23/8/2022 16:00,103.324,45.24,441,466.3956,32.49,55.82,3.59
23/8/2022 17:00,36.5,40.11,212,251.7977,31.39,60.27,3.63
24/8/2022 7:00,28.132,30.57667,110,49.1296,27.3,80.05,2.18
24/8/2022 8:00,109.552,36.75333,436,231.9944,28.61,73.34,2.29
24/8/2022 9:00,161.076,42.56333,631,478.0449,29.91,66.62,2.43
24/8/2022 10:00,203.824,49.36666,799,671.6964,31.22,59.9,2.6
24/8/2022 11:00,175.876,50.17333,701,835.8333,32.42,55.67,2.49
24/8/2022 12:00,208.124,54.39,867,955.1298,33.61,51.44,2.38
24/8/2022 14:00,201.352,54.92333,863,311.3568,34.73,47.53,2.36
24/8/2022 15:00,186.948,51.96333,757,0,34.66,47.85,2.66
24/8/2022 16:00,35.2,38.64333,137,695.5323,34.58,48.18,3.11
24/8/2022 17:00,19.372,37.12333,78,979.8252,33.13,54.85,2.94
25/8/2022 7:00,3.432,28.23667,13,18.3598,26.87,80.99,1.12
25/8/2022 8:00,29.576,28.14,98,63.8641,27.21,79.09,1.14
25/8/2022 9:00,37.624,27.61,130,101.1251,27.55,77.19,1.19
25/8/2022 10:00,55.252,31.11,186,158.6886,27.88,75.3,1.26
25/8/2022 11:00,50,31.27667,172,216.3007,28.67,71.66,1.29
25/8/2022 12:00,69.748,31.74667,242,266.8909,29.46,68.03,1.33
25/8/2022 13:00,114.076,38.21333,408,270.2147,30.25,64.4,1.37
25/8/2022 14:00,132,42.23,482,255.9949,29.87,66.64,1.04
25/8/2022 15:00,88.1,42.79,329,225.5256,29.49,68.89,1.79
25/8/2022 16:00,118.624,43.56667,481,159.5627,29.12,71.13,2.86
25/8/2022 17:00,29.376,37.24667,118,95.8074,28.41,75.23,2.41
26/8/2022 7:00,13.104,29.25667,50,49.7795,26.14,88.77,1.53
26/8/2022 8:00,30.7,31.51667,114,221.3981,27.42,81.83,2.21
26/8/2022 9:00,77.2,35.78667,287,434.3772,28.69,74.88,2.89
26/8/2022 10:00,138.124,41.39333,525,613.4781,29.96,67.94,3.57
26/8/2022 11:00,192.176,47.94667,763,766.5123,30.6,65.24,3.94
26/8/2022 12:00,218,40.12667,811,878.9412,31.24,62.55,4.35
26/8/2022 13:00,178.924,51.36333,720,883.5876,31.87,59.85,4.78
26/8/2022 14:00,119.248,41.60333,445,830.922,31.13,63.45,5.14
26/8/2022 15:00,69.024,31.88667,253,726.3945,30.38,67.05,5.49
26/8/2022 16:00,6.624,30.56667,27,417.141,29.64,70.65,5.85
26/8/2022 17:00,0.252,25.30667,4,172.3598,28.57,75.5,4.9
27/8/2022 7:00,40.624,27.23,155,47.8894,26.02,89.38,1.81
27/8/2022 8:00,106.376,35.92333,439,225.3975,27.35,82.34,1.95
27/8/2022 9:00,181,45.2,735,451.4445,28.67,75.31,2.18
27/8/2022 10:00,204.124,45.80333,767,635.0964,30,68.27,2.48
27/8/2022 11:00,234.752,54.72,943,791.037,30.8,64.67,2.95
27/8/2022 12:00,235.248,50.88,924,904.5453,31.6,61.08,3.42
27/8/2022 13:00,206.724,53.46333,843,892.9278,32.39,57.48,3.89
27/8/2022 14:00,216.552,53.71,901,823.7139,32.01,58.67,3.99
27/8/2022 15:00,57.724,37.94333,217,705.4623,31.63,59.86,4.1
27/8/2022 16:00,55.876,36.62,206,561.2019,31.25,61.04,4.23
27/8/2022 17:00,15.476,31.90333,57,386.193,30.25,65.87,4.16
28/8/2022 7:00,42,29.66333,200,51.2043,26.91,84.74,0.66
28/8/2022 8:00,108.376,39.29667,448,233.388,28.15,78.76,0.67
28/8/2022 9:00,67.372,43.98667,306,467.6439,29.39,72.77,0.69
28/8/2022 10:00,158.5,44.27667,581,659.9043,30.63,66.79,0.72
28/8/2022 11:00,156.624,59.43,655,823.9836,31.61,62.39,1.08
28/8/2022 12:00,127.276,52.45667,498,944.2257,32.59,57.99,1.51
28/8/2022 13:00,53,31.00333,201,880.6356,33.57,53.6,1.98
28/8/2022 14:00,49.076,33.57667,173,761.43,33.27,54.39,2.11
28/8/2022 15:00,138.476,32.92667,512,605.1912,32.98,55.18,2.25
28/8/2022 16:00,106.876,43.16333,441,468.9159,32.69,55.97,2.39
28/8/2022 17:00,50.5,38.24667,270,313.6194,31.6,59.71,2.53
29/8/2022 7:00,1.8,28.30333,7,49.6571,26.94,84.29,1.49
29/8/2022 8:00,1.068,24.28667,5,193.5426,27.85,79.9,1.31
29/8/2022 9:00,15.452,24.89333,55,340.9521,28.77,75.5,1.17
29/8/2022 10:00,132.176,36.49333,476,523.887,29.68,71.11,1.08
29/8/2022 11:00,80.748,42.71667,299,702.4044,30.65,66.26,1.18
29/8/2022 12:00,140.624,43.96,539,855.1752,31.63,61.41,1.34
29/8/2022 13:00,106.752,41.24667,378,764.3601,32.6,56.56,1.55
29/8/2022 14:00,163.824,44.11333,639,626.0709,31.08,64.09,1.54
29/8/2022 15:00,146.252,41.78,561,463.3944,29.55,71.62,2.3
29/8/2022 16:00,45.876,37.20667,188,288.7912,28.03,79.15,3.34
29/8/2022 17:00,23.376,32.94333,91,141.811,27.83,79.75,2.41
30/8/2022 7:00,34.824,27.43667,158,53.7386,26.15,85.74,0.52
30/8/2022 8:00,95.34,36.39,392,249.0373,27.47,79.88,0.38
30/8/2022 9:00,166.676,43.02333,639,493.0917,28.8,74.03,0.25
30/8/2022 10:00,48.752,40.71333,189,652.9119,30.13,68.17,0.14
30/8/2022 11:00,175.372,42.60333,638,766.8786,30.8,64.62,0.51
30/8/2022 12:00,86,41.64333,320,828.3411,31.48,61.07,1.15
30/8/2022 13:00,37.252,35.55333,128,787.4463,32.16,57.52,1.8
30/8/2022 14:00,133.324,44.46667,513,696.3867,32.17,56.44,2.05
30/8/2022 15:00,149.876,47.00333,618,568.599,32.18,55.36,2.32
30/8/2022 16:00,91.376,43.39,383,420.0168,32.19,54.28,2.6
30/8/2022 17:00,28,36.54,114,265.4014,31.19,57.51,2.56
31/8/2022 7:00,35.056,30.57667,164,55.9169,27.44,79.15,1.22
31/8/2022 8:00,103.312,39.05667,416,251.7799,28.79,73.12,1.42
31/8/2022 9:00,74.248,36.82667,267,499.8342,30.13,67.09,1.63
31/8/2022 10:00,146.876,44.26,530,689.0901,31.48,61.05,1.84
31/8/2022 11:00,166.076,45.92667,641,841.8996,32.18,58.1,2.35
31/8/2022 12:00,162.872,49.77667,620,945.2448,32.89,55.15,2.88
31/8/2022 13:00,19.248,33.44,61,878.6469,33.6,52.21,3.4
31/8/2022 14:00,10.376,28.22667,35,756.5502,33.12,53.12,3.24
31/8/2022 15:00,8.5,27.79,30,598.0584,32.64,54.03,3.07
31/8/2022 16:00,1.476,24.86667,5,390.9849,32.16,54.95,2.91
31/8/2022 17:00,2.128,25.8,9,208.3903,31.01,60.03,2.65
