# Date,UT time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
2021-08-01,01:00:00,299.97,71.14,980.64,6.16,250.13,0,0,0,231.2188
2021-08-01,02:00:00,301.49,65.31,980.92,7.21,252.81,0,0,0,481.5309
2021-08-01,03:00:00,303.01,59.47,981.21,8.27,254.81,0,0,0,656.1597
2021-08-01,04:00:00,303.57,58.32,980.57,8.17,255.49,0,0,0,800.3655
2021-08-01,05:00:00,304.13,57.17,979.93,8.07,256.18,0,0,0,901.3824
2021-08-01,06:00:00,304.69,56.02,979.3,7.98,256.88,0,0,0,895.4532
2021-08-01,07:00:00,304.67,55.88,978.52,7.79,257.93,0,0,0,833.9289
2021-08-01,08:00:00,304.66,55.73,977.75,7.6,259.04,0,0,0,723.7269
2021-08-01,09:00:00,304.65,55.59,976.98,7.41,260.21,0.004978,0,0,570.1404
2021-08-01,10:00:00,303.18,59.81,977.54,6.33,255.53,0.009956,0,0,392.784
2021-08-01,11:00:00,301.71,64.02,978.11,5.3,248.99,0.014933,0,0,205.7006
2021-08-01,12:00:00,300.23,68.24,978.68,4.38,239.52,0.009956,0,0,24.1583
2021-08-01,13:00:00,300.06,68.35,979.34,4.51,233.65,0.004978,0,0,0
2021-08-01,14:00:00,299.89,68.46,980,4.69,228.18,0,0,0,0
2021-08-01,15:00:00,299.71,68.57,980.66,4.91,223.16,0,0,0,0
2021-08-01,16:00:00,299.6,69.16,980.45,5.24,231.88,0,0,0,0
2021-08-01,17:00:00,299.49,69.75,980.24,5.68,239.41,0,0,0,0
2021-08-01,18:00:00,299.38,70.33,980.03,6.2,245.77,0,0,0,0
2021-08-01,19:00:00,299.22,69.82,979.61,6.41,246.23,0,0,0,0
2021-08-01,20:00:00,299.07,69.31,979.19,6.63,246.65,0,0,0,0
2021-08-01,21:00:00,298.91,68.8,978.77,6.84,247.05,0,0,0,0
2021-08-01,22:00:00,298.74,70.3,979.21,6.45,247.69,0,0,0,0
2021-08-01,23:00:00,298.57,71.79,979.65,6.05,248.43,0,0,0,0.0279
2021-08-01,24:00:00,298.4,73.29,980.09,5.66,249.26,0,0,0,53.3268
2021-08-02,01:00:00,299.87,69,980.4,6.5,252.66,0,0,0,200.9538
2021-08-02,02:00:00,301.34,64.71,980.71,7.35,255.28,0,0,0,399.5487
2021-08-02,03:00:00,302.81,60.43,981.02,8.22,257.34,0,0,0,585.1776
2021-08-02,04:00:00,303.58,58.46,980.55,8.16,258.61,0,0,0,759.9609
2021-08-02,05:00:00,304.34,56.5,980.08,8.1,259.89,0,0,0,904.3833
2021-08-02,06:00:00,305.1,54.53,979.61,8.05,261.19,0.182263,0,0,789.1461
2021-08-02,07:00:00,304.42,57.63,979.3,7.46,260.45,0.364526,0,0,627.6591
2021-08-02,08:00:00,303.75,60.73,978.99,6.87,259.58,0.546789,0,0,446.4873
2021-08-02,09:00:00,303.07,63.83,978.68,6.28,258.55,0.400332,0,0,427.4232
2021-08-02,10:00:00,302.16,66.96,978.91,5.26,254.83,0.253874,0,0,350.4168
2021-08-02,11:00:00,301.25,70.08,979.14,4.27,249.35,0.107416,0,0,214.8139
2021-08-02,12:00:00,300.34,73.21,979.37,3.34,240.71,0.178814,0,0,24.9405
2021-08-02,13:00:00,299.75,76.47,980.07,3.33,236.04,0.250212,0,0,0
2021-08-02,14:00:00,299.16,79.74,980.77,3.34,231.36,0.32161,0,0,0
2021-08-02,15:00:00,298.56,83,981.46,3.37,226.74,0.214407,0,0,0
2021-08-02,16:00:00,298.68,81.51,981.02,3.88,234.13,0.107203,0,0,0
2021-08-02,17:00:00,298.8,80.01,980.58,4.44,239.71,0,0,0,0
2021-08-02,18:00:00,298.92,78.52,980.14,5.04,244.02,0,0,0,0
2021-08-02,19:00:00,298.75,78.87,979.97,4.91,246.11,0,0,0,0
2021-08-02,20:00:00,298.58,79.22,979.8,4.78,248.32,0,0,0,0
2021-08-02,21:00:00,298.41,79.58,979.62,4.67,250.64,0.001562,0,0,0
2021-08-02,22:00:00,298.32,80.53,980,4.43,251.22,0.003125,0,0,0
2021-08-02,23:00:00,298.24,81.49,980.37,4.19,251.88,0.004687,0,0,0.0101
2021-08-02,24:00:00,298.15,82.44,980.75,3.94,252.61,0.003125,0,0,17.0993
2021-08-03,01:00:00,298.64,81.02,981.13,3.99,248.79,0.001562,0,0,43.2101
2021-08-03,02:00:00,299.13,79.6,981.51,4.05,245.08,0,0,0,59.8656
2021-08-03,03:00:00,299.62,78.18,981.89,4.13,241.48,0,0,0,226.3762
2021-08-03,04:00:00,300.87,72.42,981.45,5,246.6,0,0,0,440.8581
2021-08-03,05:00:00,302.12,66.67,981,5.89,250.18,0,0,0,669.8283
2021-08-03,06:00:00,303.38,60.91,980.56,6.81,252.81,0.180596,0,0,620.2176
2021-08-03,07:00:00,302.81,64.3,980.17,6.45,253.01,0.361193,0,0,533.1678
2021-08-03,08:00:00,302.25,67.7,979.78,6.09,253.23,0.541789,0,0,421.9602
2021-08-03,09:00:00,301.69,71.1,979.39,5.73,253.49,0.547886,0,0,284.7031
2021-08-03,10:00:00,300.85,74.49,979.84,5.72,250.77,0.553983,0,0,160.7006
2021-08-03,11:00:00,300.02,77.88,980.3,5.71,248.05,0.560079,0,0,64.021
2021-08-03,12:00:00,299.18,81.27,980.75,5.72,245.32,0.373386,0,0,7.346
2021-08-03,13:00:00,299.1,81.18,981.16,5.36,247.29,0.186693,0,0,0
2021-08-03,14:00:00,299.02,81.1,981.56,5.01,249.53,0,0,0,0
2021-08-03,15:00:00,298.95,81.01,981.96,4.67,252.11,0,0,0,0
2021-08-03,16:00:00,298.68,81.74,981.68,4.45,249.68,0,0,0,0
2021-08-03,17:00:00,298.41,82.46,981.39,4.23,247,0,0,0,0
2021-08-03,18:00:00,298.15,83.18,981.11,4.03,244.05,0,0,0,0
2021-08-03,19:00:00,298.11,82.84,980.79,4.1,243.41,0,0,0,0
2021-08-03,20:00:00,298.07,82.5,980.48,4.17,242.78,0,0,0,0
2021-08-03,21:00:00,298.04,82.16,980.16,4.24,242.18,0,0,0,0
2021-08-03,22:00:00,298.11,81.95,980.67,4.03,241.67,0,0,0,0
2021-08-03,23:00:00,298.18,81.74,981.17,3.81,241.11,0,0,0,0.0112
2021-08-03,24:00:00,298.25,81.53,981.68,3.6,240.48,0,0,0,42.738
2021-08-04,01:00:00,299.47,76.34,982.01,4.15,244.58,0,0,0,148.2682
2021-08-04,02:00:00,300.68,71.14,982.35,4.71,247.7,0,0,0,277.627
2021-08-04,03:00:00,301.9,65.95,982.68,5.29,250.15,0.006001,0,0,340.8252
2021-08-04,04:00:00,302.68,63.24,981.94,5.4,255.23,0.012002,0,0,372.7338
2021-08-04,05:00:00,303.46,60.54,981.21,5.55,260.06,0.018003,0,0,374.3463
2021-08-04,06:00:00,304.23,57.84,980.47,5.74,264.62,0.024309,0,0,458.1501
2021-08-04,07:00:00,304.27,57.86,979.79,6.32,258.87,0.030613,0,0,511.1862
2021-08-04,08:00:00,304.31,57.88,979.11,6.95,254.13,0.036918,0,0,520.824
2021-08-04,09:00:00,304.35,57.9,978.43,7.61,250.19,0.047842,0,0,397.4961
2021-08-04,10:00:00,303.1,63.27,979.12,6.56,247.27,0.058766,0,0,264.0907
2021-08-04,11:00:00,301.85,68.65,979.8,5.52,243.25,0.06969,0,0,132.29
2021-08-04,12:00:00,300.61,74.03,980.48,4.53,237.42,0.071261,0,0,14.9972
2021-08-04,13:00:00,300.31,75.28,980.96,4.21,236.79,0.072832,0,0,0
2021-08-04,14:00:00,300.02,76.53,981.43,3.9,236.07,0.074402,0,0,0
2021-08-04,15:00:00,299.73,77.78,981.9,3.59,235.22,0.049602,0,0,0
2021-08-04,16:00:00,299.54,78.08,981.5,3.97,236.71,0.024801,0,0,0
2021-08-04,17:00:00,299.35,78.38,981.1,4.36,237.94,0,0,0,0
2021-08-04,18:00:00,299.16,78.68,980.7,4.74,238.97,0,0,0,0
2021-08-04,19:00:00,299.1,77.13,980.5,4.99,241.19,0,0,0,0
2021-08-04,20:00:00,299.05,75.58,980.29,5.24,243.21,0,0,0,0
2021-08-04,21:00:00,298.99,74.03,980.09,5.5,245.04,0,0,0,0
2021-08-04,22:00:00,298.9,74.98,980.51,4.98,245,0,0,0,0
2021-08-04,23:00:00,298.81,75.93,980.93,4.46,244.95,0,0,0,0.0035
2021-08-04,24:00:00,298.71,76.88,981.35,3.93,244.89,0,0,0,36.8438
2021-08-05,01:00:00,300.18,71.31,981.43,4.8,246.16,0,0,0,155.2649
2021-08-05,02:00:00,301.65,65.75,981.5,5.68,247.04,0,0,0,326.6118
2021-08-05,03:00:00,303.11,60.18,981.57,6.55,247.68,0.001562,0,0,530.8944
2021-08-05,04:00:00,304.01,57.82,981.09,6.78,248.62,0.003125,0,0,744.8448
2021-08-05,05:00:00,304.9,55.46,980.61,7.01,249.5,0.004687,0,0,940.9545
2021-08-05,06:00:00,305.8,53.09,980.13,7.24,250.33,0.003125,0,0,913.0161
2021-08-05,07:00:00,305.2,55.15,979.68,7.33,248.15,0.001562,0,0,828.6729
2021-08-05,08:00:00,304.6,57.2,979.22,7.43,246.03,0,0,0,699.1164
2021-08-05,09:00:00,304,59.26,978.76,7.54,243.97,0.001562,0,0,543.9432
2021-08-05,10:00:00,302.69,64.33,979.25,6.48,240.58,0.003125,0,0,369.168
2021-08-05,11:00:00,301.39,69.4,979.74,5.45,235.88,0.004687,0,0,189.1893
2021-08-05,12:00:00,300.08,74.47,980.23,4.47,229.05,0.003125,0,0,21.1841
2021-08-05,13:00:00,299.93,74.8,980.93,4.29,229.69,0.001562,0,0,0
2021-08-05,14:00:00,299.79,75.12,981.64,4.1,230.39,0,0,0,0
2021-08-05,15:00:00,299.64,75.45,982.34,3.92,231.15,0,0,0,0
2021-08-05,16:00:00,299.41,76.31,981.93,3.91,231.38,0,0,0,0
2021-08-05,17:00:00,299.18,77.18,981.51,3.9,231.6,0,0,0,0
2021-08-05,18:00:00,298.96,78.04,981.1,3.88,231.82,0,0,0,0
2021-08-05,19:00:00,298.79,78.18,980.85,3.82,232.77,0,0,0,0
2021-08-05,20:00:00,298.63,78.32,980.6,3.75,233.75,0,0,0,0
2021-08-05,21:00:00,298.46,78.45,980.34,3.69,234.77,0,0,0,0
2021-08-05,22:00:00,298.65,77.41,980.76,3.81,233.92,0,0,0,0
2021-08-05,23:00:00,298.83,76.37,981.17,3.94,233.12,0,0,0,0.0029
2021-08-05,24:00:00,299.01,75.33,981.58,4.07,232.37,0,0,0,63.0862
2021-08-06,01:00:00,300.66,69.53,981.94,4.84,237.98,0,0,0,238.1258
2021-08-06,02:00:00,302.3,63.72,982.31,5.65,242.01,0,0,0,468.9315
2021-08-06,03:00:00,303.95,57.92,982.67,6.48,245.02,0.001832,0,0,645.7722
2021-08-06,04:00:00,304.63,56.2,981.96,6.57,250.06,0.003664,0,0,794.5086
2021-08-06,05:00:00,305.31,54.48,981.24,6.7,254.92,0.005496,0,0,901.4397
2021-08-06,06:00:00,305.99,52.76,980.52,6.89,259.56,0.057713,0,0,836.3745
2021-08-06,07:00:00,305.44,55,980.05,6.76,257.16,0.109931,0,0,720.5844
2021-08-06,08:00:00,304.88,57.24,979.57,6.64,254.68,0.162148,0,0,571.7172
2021-08-06,09:00:00,304.33,59.49,979.1,6.54,252.12,0.179706,0,0,451.1961
2021-08-06,10:00:00,303.14,64.59,979.45,5.8,249.85,0.197264,0,0,310.869
2021-08-06,11:00:00,301.95,69.7,979.81,5.08,246.93,0.214821,0,0,161.7188
2021-08-06,12:00:00,300.75,74.81,980.16,4.37,243.06,0.143214,0,0,17.8802
2021-08-06,13:00:00,300.34,76.57,980.95,4,242.15,0.071607,0,0,0
2021-08-06,14:00:00,299.93,78.34,981.73,3.63,241.05,0,0,0,0
2021-08-06,15:00:00,299.52,80.1,982.52,3.27,239.71,0,0,0,0
2021-08-06,16:00:00,299.27,81.19,982.3,3.25,238.46,0,0,0,0
2021-08-06,17:00:00,299.02,82.27,982.08,3.24,237.2,0,0,0,0
2021-08-06,18:00:00,298.77,83.35,981.87,3.23,235.93,0,0,0,0
2021-08-06,19:00:00,298.66,82.29,981.64,3.33,239.83,0,0,0,0
2021-08-06,20:00:00,298.54,81.24,981.42,3.45,243.48,0,0,0,0
2021-08-06,21:00:00,298.43,80.18,981.2,3.59,246.87,0,0,0,0
2021-08-06,22:00:00,298.56,79.12,981.69,3.63,250.77,0,0,0,0
2021-08-06,23:00:00,298.68,78.06,982.18,3.69,254.56,0,0,0,0.0004
2021-08-06,24:00:00,298.81,77,982.67,3.76,258.22,0,0,0,68.3045
2021-08-07,01:00:00,300.45,70.76,983.01,4.72,256.45,0,0,0,242.8261
2021-08-07,02:00:00,302.1,64.51,983.36,5.67,255.27,0,0,0,457.9521
2021-08-07,03:00:00,303.74,58.27,983.7,6.63,254.43,0,0,0,634.6413
2021-08-07,04:00:00,304.65,55.71,983.15,6.74,256.23,0,0,0,785.1348
2021-08-07,05:00:00,305.56,53.15,982.6,6.86,257.97,0,0,0,895.2132
2021-08-07,06:00:00,306.48,50.59,982.04,6.99,259.65,0.001428,0,0,893.3445
2021-08-07,07:00:00,306.22,51.48,981.3,7,257.63,0.002856,0,0,835.4907
2021-08-07,08:00:00,305.97,52.36,980.56,7.03,255.62,0.004283,0,0,727.8732
2021-08-07,09:00:00,305.71,53.25,979.82,7.06,253.62,0.003879,0,0,561.6987
2021-08-07,10:00:00,304.36,58.92,980.3,5.88,252.32,0.003475,0,0,377.4888
2021-08-07,11:00:00,303,64.59,980.77,4.71,250.38,0.00307,0,0,190.8049
2021-08-07,12:00:00,301.64,70.26,981.25,3.55,247.15,0.002047,0,0,20.8242
2021-08-07,13:00:00,301.16,72.83,981.93,3.13,245.45,0.001023,0,0,0
2021-08-07,14:00:00,300.67,75.4,982.62,2.72,243.21,0,0,0,0
2021-08-07,15:00:00,300.19,77.97,983.3,2.31,240.19,0,0,0,0
2021-08-07,16:00:00,299.94,78.78,982.86,2.52,236.58,0,0,0,0
2021-08-07,17:00:00,299.69,79.6,982.43,2.75,233.54,0,0,0,0
2021-08-07,18:00:00,299.44,80.42,981.99,2.97,230.96,0,0,0,0
2021-08-07,19:00:00,299.14,81.89,981.73,2.72,232.29,0,0,0,0
2021-08-07,20:00:00,298.83,83.37,981.47,2.47,233.89,0,0,0,0
2021-08-07,21:00:00,298.53,84.85,981.21,2.23,235.84,0,0,0,0
2021-08-07,22:00:00,298.74,84.04,981.72,2.54,238.68,0,0,0,0
2021-08-07,23:00:00,298.94,83.24,982.22,2.86,240.89,0,0,0,0
2021-08-07,24:00:00,299.15,82.44,982.72,3.18,242.65,0,0,0,71.7271
2021-08-08,01:00:00,300.88,74.31,982.99,4.03,254.31,0,0,0,261.6102
2021-08-08,02:00:00,302.62,66.17,983.26,4.99,261.72,0,0,0,494.4093
2021-08-08,03:00:00,304.35,58.04,983.53,6,266.69,0,0,0,679.4991
2021-08-08,04:00:00,305.21,55.23,983.01,6.02,268.1,0,0,0,834.5844
2021-08-08,05:00:00,306.07,52.43,982.48,6.04,269.51,0,0,0,945.3915
2021-08-08,06:00:00,306.94,49.62,981.95,6.06,270.9,0,0,0,939.8001
2021-08-08,07:00:00,306.8,49.88,981.23,6.1,268.66,0,0,0,875.3514
2021-08-08,08:00:00,306.66,50.14,980.5,6.14,266.45,0,0,0,759.1563
2021-08-08,09:00:00,306.53,50.4,979.78,6.19,264.27,0.001023,0,0,484.9929
2021-08-08,10:00:00,305.22,55.37,980.09,4.95,259.2,0.002047,0,0,250.0815
2021-08-08,11:00:00,303.92,60.33,980.4,3.77,250.86,0.00307,0,0,83.0671
2021-08-08,12:00:00,302.61,65.3,980.71,2.73,235.61,0.002047,0,0,8.5784
2021-08-08,13:00:00,302.08,67.02,981.28,2.7,232.29,0.001023,0,0,0
2021-08-08,14:00:00,301.55,68.74,981.84,2.68,228.91,0,0,0,0
2021-08-08,15:00:00,301.02,70.46,982.4,2.67,225.49,0,0,0,0
2021-08-08,16:00:00,300.73,71.89,982.04,2.84,228.79,0,0,0,0
2021-08-08,17:00:00,300.43,73.32,981.69,3.02,231.71,0,0,0,0
2021-08-08,18:00:00,300.13,74.75,981.34,3.2,234.3,0,0,0,0
2021-08-08,19:00:00,299.82,76.2,981,3,231.18,0,0,0,0
2021-08-08,20:00:00,299.5,77.65,980.66,2.82,227.63,0,0,0,0
2021-08-08,21:00:00,299.18,79.1,980.33,2.64,223.6,0,0,0,0
2021-08-08,22:00:00,299.28,79.13,980.64,2.72,226.88,0,0,0,0
2021-08-08,23:00:00,299.37,79.16,980.96,2.81,229.96,0,0,0,0.0044
2021-08-08,24:00:00,299.47,79.19,981.28,2.9,232.85,0,0,0,75.2209
2021-08-09,01:00:00,301.31,71.02,981.56,3.46,243.09,0,0,0,266.3884
2021-08-09,02:00:00,303.15,62.85,981.84,4.1,250.31,0,0,0,502.9053
2021-08-09,03:00:00,304.99,54.67,982.13,4.79,255.52,0,0,0,686.7372
2021-08-09,04:00:00,305.77,52.33,981.41,4.96,259,0,0,0,838.2522
2021-08-09,05:00:00,306.55,49.99,980.69,5.15,262.23,0,0,0,943.9707
2021-08-09,06:00:00,307.33,47.65,979.98,5.36,265.22,0,0,0,939.294
2021-08-09,07:00:00,307.05,48.56,979.36,5.39,265.71,0,0,0,875.688
2021-08-09,08:00:00,306.78,49.46,978.75,5.42,266.19,0,0,0,760.1031
2021-08-09,09:00:00,306.51,50.36,978.13,5.45,266.67,0,0,0,557.043
2021-08-09,10:00:00,305.28,55.03,978.24,4.38,265.42,0,0,0,351.6342
2021-08-09,11:00:00,304.05,59.7,978.34,3.31,263.36,0,0,0,163.7091
2021-08-09,12:00:00,302.82,64.37,978.45,2.25,259.37,0,0,0,16.6706
2021-08-09,13:00:00,302.36,66.18,979.3,2.27,242.76,0,0,0,0
2021-08-09,14:00:00,301.89,67.98,980.15,2.46,227.59,0,0,0,0
2021-08-09,15:00:00,301.42,69.79,981,2.8,215.34,0,0,0,0
2021-08-09,16:00:00,301,71.71,980.63,2.84,216.94,0,0,0,0
2021-08-09,17:00:00,300.58,73.64,980.26,2.88,218.49,0,0,0,0
2021-08-09,18:00:00,300.16,75.56,979.89,2.92,219.99,0,0,0,0
2021-08-09,19:00:00,299.8,78.11,979.44,2.74,214.76,0,0,0,0
2021-08-09,20:00:00,299.44,80.66,978.98,2.59,208.86,0,0,0,0
2021-08-09,21:00:00,299.08,83.21,978.53,2.47,202.3,0,0,0,0
2021-08-09,22:00:00,299.28,83.05,978.99,2.14,212.48,0,0,0,0
2021-08-09,23:00:00,299.48,82.9,979.45,1.91,225.7,0,0,0,0.0005
2021-08-09,24:00:00,299.68,82.74,979.92,1.8,241.5,0.001428,0,0,63.5233
2021-08-10,01:00:00,301.28,75.33,980.16,2.29,242.61,0.002856,0,0,227.4161
2021-08-10,02:00:00,302.89,67.91,980.41,2.78,243.33,0.004283,0,0,431.064
2021-08-10,03:00:00,304.49,60.49,980.65,3.27,243.84,0.018611,0,0,600.7818
2021-08-10,04:00:00,305.55,56.05,979.91,3.54,246.55,0.032939,0,0,746.9688
2021-08-10,05:00:00,306.61,51.6,979.18,3.83,248.86,0.047267,0,0,855.4131
2021-08-10,06:00:00,307.67,47.16,978.44,4.11,250.86,0.038321,0,0,758.7453
2021-08-10,07:00:00,306.99,49.34,977.91,4.1,250.91,0.029375,0,0,617.0004
2021-08-10,08:00:00,306.32,51.52,977.38,4.08,250.95,0.02043,0,0,453.2295
2021-08-10,09:00:00,305.64,53.7,976.84,4.06,251,0.014024,0,0,348.7194
2021-08-10,10:00:00,304.65,57.34,977.15,3.62,248.29,0.007619,0,0,233.0664
2021-08-10,11:00:00,303.66,60.99,977.46,3.19,244.84,0.001213,0,0,116.038
2021-08-10,12:00:00,302.66,64.63,977.77,2.77,240.33,0.000809,0,0,11.6476
2021-08-10,13:00:00,302.13,66.8,978.75,2.98,222.73,0.000404,0,0,0
2021-08-10,14:00:00,301.59,68.98,979.73,3.42,208.55,0,0,0,0
2021-08-10,15:00:00,301.06,71.15,980.71,4.02,198.1,0,0,0,0
2021-08-10,16:00:00,300.75,73.15,980.47,3.73,201.68,0,0,0,0
2021-08-10,17:00:00,300.45,75.15,980.23,3.45,205.86,0,0,0,0
2021-08-10,18:00:00,300.15,77.16,979.99,3.2,210.72,0.001562,0,0,0
2021-08-10,19:00:00,299.82,78.29,979.75,3.02,207.45,0.003125,0,0,0
2021-08-10,20:00:00,299.5,79.43,979.51,2.84,203.76,0.004687,0,0,0
2021-08-10,21:00:00,299.17,80.56,979.27,2.68,199.61,0.003125,0,0,0
2021-08-10,22:00:00,299.34,80.5,979.82,2.84,194.86,0.001562,0,0,0
2021-08-10,23:00:00,299.5,80.43,980.38,3.01,190.63,0,0,0,0
2021-08-10,24:00:00,299.67,80.37,980.93,3.19,186.87,0.214105,0,0,55.494
2021-08-11,01:00:00,301,74.68,981.32,3.67,189.79,0.428211,0,0,202.8871
2021-08-11,02:00:00,302.34,69,981.72,4.15,192.05,0.642316,0,0,388.7757
2021-08-11,03:00:00,303.68,63.32,982.11,4.63,193.83,0.547527,0,0,530.3862
2021-08-11,04:00:00,304.32,60.48,981.81,4.9,198.49,0.452738,0,0,646.4979
2021-08-11,05:00:00,304.97,57.65,981.52,5.2,202.63,0.357949,0,0,726.8883
2021-08-11,06:00:00,305.62,54.82,981.22,5.52,206.31,0.250185,0,0,666.2898
2021-08-11,07:00:00,305.23,55.8,980.66,5.02,211.38,0.14242,0,0,565.3752
2021-08-11,08:00:00,304.83,56.79,980.1,4.56,217.52,0.034656,0,0,439.8546
2021-08-11,09:00:00,304.44,57.77,979.54,4.17,224.91,0.08415,0,0,316.9971
2021-08-11,10:00:00,303.08,64.52,979.99,3.77,215.49,0.133645,0,0,195.7649
2021-08-11,11:00:00,301.72,71.26,980.44,3.5,204.25,0.18314,0,0,88.3091
2021-08-11,12:00:00,300.36,78.01,980.89,3.38,191.69,0.122093,0,0,8.7348
2021-08-11,13:00:00,300,78.92,981.83,3.38,190.28,0.061047,0,0,0
2021-08-11,14:00:00,299.64,79.84,982.77,3.37,188.86,0,0,0,0
2021-08-11,15:00:00,299.27,80.75,983.72,3.37,187.44,0,0,0,0
2021-08-11,16:00:00,299.11,80.88,983.61,3.29,189.68,0,0,0,0
2021-08-11,17:00:00,298.94,81,983.5,3.22,192.03,0,0,0,0
2021-08-11,18:00:00,298.78,81.13,983.39,3.15,194.48,0.055744,0,0,0
2021-08-11,19:00:00,298.52,82.09,983.17,2.81,198.45,0.111488,0,0,0
2021-08-11,20:00:00,298.26,83.06,982.96,2.49,203.47,0.167233,0,0,0
2021-08-11,21:00:00,298.01,84.03,982.74,2.2,209.88,0.111488,0,0,0
2021-08-11,22:00:00,298.32,83.32,983.29,1.91,205,0.055744,0,0,0
2021-08-11,23:00:00,298.64,82.61,983.84,1.65,198.47,0,0,0,0
2021-08-11,24:00:00,298.95,81.9,984.38,1.41,189.57,0.001617,0,0,68.2779
2021-08-12,01:00:00,300.6,74.83,984.46,1.66,203.63,0.003235,0,0,239.838
2021-08-12,02:00:00,302.25,67.77,984.55,1.99,213.53,0.004852,0,0,445.0407
2021-08-12,03:00:00,303.9,60.7,984.63,2.36,220.49,0.145892,0,0,622.734
2021-08-12,04:00:00,304.99,56.62,983.97,2.81,217.62,0.286932,0,0,776.649
2021-08-12,05:00:00,306.09,52.53,983.31,3.27,215.55,0.427971,0,0,891.6504
2021-08-12,06:00:00,307.18,48.45,982.65,3.74,213.99,0.304505,0,0,770.0499
2021-08-12,07:00:00,306.5,50.97,982.14,3.77,210.42,0.181039,0,0,603.2319
2021-08-12,08:00:00,305.83,53.49,981.63,3.83,206.93,0.057573,0,0,419.0832
2021-08-12,09:00:00,305.16,56.01,981.12,3.89,203.55,0.18141,0,0,320.1483
2021-08-12,10:00:00,303.66,63.07,981.46,3.85,203,0.305247,0,0,212.0806
2021-08-12,11:00:00,302.16,70.13,981.79,3.82,202.43,0.429084,0,0,104.1981
2021-08-12,12:00:00,300.65,77.19,982.13,3.78,201.86,0.529149,0,0,10.1526
2021-08-12,13:00:00,300.21,79.9,982.8,3.64,197.33,0.629214,0,0,0
2021-08-12,14:00:00,299.76,82.61,983.46,3.51,192.45,0.729279,0,0,0
2021-08-12,15:00:00,299.32,85.32,984.13,3.42,187.26,0.489311,0,0,0
2021-08-12,16:00:00,299.13,86.09,983.79,3.2,192.54,0.249342,0,0,0
2021-08-12,17:00:00,298.94,86.86,983.46,3.01,198.53,0.009374,0,0,0
2021-08-12,18:00:00,298.75,87.63,983.12,2.86,205.25,0.131981,0,0,0
2021-08-12,19:00:00,298.51,88.26,982.6,2.46,202.65,0.254589,0,0,0
2021-08-12,20:00:00,298.28,88.89,982.08,2.06,199.05,0.377196,0,0,0
2021-08-12,21:00:00,298.04,89.52,981.56,1.68,193.78,0.481302,0,0,0
2021-08-12,22:00:00,298.26,88.24,981.92,1.81,194.53,0.585408,0,0,0
2021-08-12,23:00:00,298.49,86.95,982.27,1.95,195.19,0.689514,0,0,0
2021-08-12,24:00:00,298.71,85.66,982.63,2.08,195.75,0.469632,0,0,42.3289
2021-08-13,01:00:00,300.17,78.33,982.85,2.5,211.1,0.249749,0,0,174.5396
2021-08-13,02:00:00,301.63,70.99,983.06,3.04,221.53,0.029867,0,0,358.2639
2021-08-13,03:00:00,303.1,63.66,983.28,3.65,228.63,0.108752,0,0,525.6957
2021-08-13,04:00:00,304.15,59.57,982.4,4.01,234.93,0.187638,0,0,682.6218
2021-08-13,05:00:00,305.21,55.47,981.52,4.41,240.15,0.266524,0,0,811.4331
2021-08-13,06:00:00,306.26,51.38,980.64,4.84,244.47,0.194512,0,0,733.1886
2021-08-13,07:00:00,305.91,52.89,980.07,4.84,246.48,0.1225,0,0,610.7799
2021-08-13,08:00:00,305.56,54.41,979.5,4.85,248.47,0.050488,0,0,463.7298
2021-08-13,09:00:00,305.21,55.92,978.92,4.87,250.45,0.426272,0,0,363.7203
2021-08-13,10:00:00,303.53,64.04,979.19,4.06,242.53,0.802056,0,0,247.9512
2021-08-13,11:00:00,301.85,72.15,979.47,3.36,231.01,1.17784,0,0,125.5484
2021-08-13,12:00:00,300.17,80.27,979.74,2.86,214.53,0.886554,0,0,12.0463
2021-08-13,13:00:00,299.96,81.37,980.27,2.85,207.96,0.595267,0,0,0
2021-08-13,14:00:00,299.75,82.47,980.8,2.89,201.46,0.30398,0,0,0
2021-08-13,15:00:00,299.53,83.57,981.33,2.96,195.18,0.938291,0,0,0
2021-08-13,16:00:00,298.93,86.32,981.33,3.16,231.82,1.572603,0,0,0
2021-08-13,17:00:00,298.32,89.07,981.34,4.33,255.87,2.206914,0,0,0
2021-08-13,18:00:00,297.71,91.81,981.35,5.92,268.46,1.787613,0,0,0
2021-08-13,19:00:00,297.7,91.6,980.92,4.05,263.67,1.368312,0,0,0
2021-08-13,20:00:00,297.68,91.39,980.5,2.25,250.99,0.949011,0,0,0
2021-08-13,21:00:00,297.67,91.18,980.07,1.05,193.2,0.713585,0,0,0
2021-08-13,22:00:00,297.62,91.55,980.4,1.26,175.63,0.47816,0,0,0
2021-08-13,23:00:00,297.57,91.93,980.74,1.56,163.89,0.242734,0,0,0
2021-08-13,24:00:00,297.52,92.3,981.07,1.89,156.09,0.233884,0,0,15.2411
2021-08-14,01:00:00,298.5,87.35,981.34,1.75,184.19,0.225033,0,0,71.3968
2021-08-14,02:00:00,299.47,82.4,981.62,2.03,210.26,0.216183,0,0,154.7083
2021-08-14,03:00:00,300.45,77.45,981.89,2.6,227.4,0.438835,0,0,286.5787
2021-08-14,04:00:00,300.91,75.72,981.35,3.09,222.06,0.661486,0,0,435.2637
